0	0
1.00083	0.0328248
2.00167	0.0216978
3.0025	-0.0983734
4.00334	-0.101093
5.00417	0.347343
6.005	-0.369059
7.00584	0.0880761
8.00667	0.250319
9.00751	-0.411988
10.0083	0.241723
11.0092	0.0975009
12.01	-0.379554
13.0108	0.352185
14.0117	-0.0718698
15.0125	-0.282143
16.0133	0.400822
17.0142	-0.228132
18.015	-0.133851
19.0158	0.380256
20.0167	-0.347053
21.0175	0.0334165
22.0184	0.293175
23.0192	-0.406575
24.02	0.192805
25.0209	0.152319
26.0217	-0.397831
27.0225	0.320688
28.0234	-0.0146791
29.0242	-0.319905
30.025	0.391898
31.0259	-0.179871
32.0267	-0.187339
33.0275	0.394148
34.0284	-0.314306
35.0292	-0.0221693
36.03	0.327586
37.0309	-0.395535
38.0317	0.14421
39.0325	0.201245
40.0334	-0.408385
41.0342	0.285322
42.035	0.0392668
43.0359	-0.351929
44.0367	0.37722
45.0375	-0.128732
46.0384	-0.23325
47.0392	0.401272
48.04	-0.276077
49.0409	-0.0747824
50.0417	0.356105
51.0425	-0.37728
52.0434	0.0948171
53.0442	0.246002
54.045	-0.411613
55.0459	0.246357
56.0467	0.0887864
57.0475	-0.374686
58.0484	0.355674
59.0492	-0.0815954
60.05	-0.272933
61.0509	0.401746
62.0517	-0.237769
63.0525	-0.122105
64.0534	0.376148
65.0542	-0.353534
66.0551	0.0458264
67.0559	0.284554
68.0567	-0.409993
69.0575	0.203747
70.0584	0.141632
71.0592	-0.39393
72.0601	0.326714
73.0609	-0.0270498
74.0617	-0.313363
75.0626	0.394585
76.0634	-0.188241
77.0642	-0.177925
78.0651	0.392415
79.0659	-0.32049
80.0667	-0.0118815
81.0676	0.322326
82.0684	-0.398011
83.0692	0.15378
84.0701	0.192398
85.0709	-0.407664
86.0717	0.292214
87.0726	0.029725
88.0734	-0.345769
89.0742	0.380222
90.0751	-0.139689
91.0759	-0.224598
92.0767	0.400522
93.0776	-0.283977
94.0784	-0.0640311
95.0792	0.351074
96.0801	-0.381065
97.0809	0.103499
98.0817	0.238106
99.0826	-0.412188
100.083	0.253115
