"GxIBM_average","GxIBM_maximum","GxIBM_minimum","GxIBM_stddev","GyIBM_average","GyIBM_maximum","GyIBM_minimum","GyIBM_stddev","GzIBM_average","GzIBM_maximum","GzIBM_minimum","GzIBM_stddev","boundary1_average","boundary1_maximum","boundary1_minimum","boundary1_stddev","boundary2_average","boundary2_maximum","boundary2_minimum","boundary2_stddev","boundary3_average","boundary3_maximum","boundary3_minimum","boundary3_stddev","neiSolid_average","neiSolid_maximum","neiSolid_minimum","neiSolid_stddev","omega_average","omega_maximum","omega_minimum","omega_stddev","rho_average","rho_maximum","rho_minimum","rho_stddev","sdf_average","sdf_maximum","sdf_minimum","sdf_stddev","solid_average","solid_maximum","solid_minimum","solid_stddev","tauSGS_average","tauSGS_maximum","tauSGS_minimum","tauSGS_stddev","u0_average","u0_maximum","u0_minimum","u0_stddev","u_average","u_maximum","u_minimum","u_stddev","v_average","v_maximum","v_minimum","v_stddev","w_average","w_maximum","w_minimum","w_stddev","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.3854e-08,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0007,1.0008,0.99786,0.00041449,0.016677,0.016677,0.016677,5.3066e-09,0.20027,0.20027,0.20027,6.7797e-09,1.6465e-05,4.5903e-05,0,7.388e-06,0,0,0,0,-0.0028485,0.011572,-0.0036614,0.0020741,-0.00082752,0.00037826,-0.0016329,0.00024202,0.00089433,0.0097203,-0.0085095,0.0030332,1,0,10,0,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50034,0.50034,0.50034,1.6938e-08,0,0,0,0,0.3996,0.3996,0.3996,1.3528e-08,1.9967,1.9967,1.9967,9.9986e-07,1.0007,1.0009,0.99792,0.00041416,0.033344,0.033344,0.033344,8.854e-09,0.20027,0.20027,0.20027,6.7797e-09,1.755e-05,6.6407e-05,0,1.0723e-05,0,0,0,0,-0.0016583,0.008582,-0.0024766,0.00141,-0.0010725,0.00044152,-0.0056558,0.00081578,0.0013039,0.014786,-0.013502,0.0047171,1,0.016667,10,0.016667,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066751,0.00066751,0.00066751,2.2597e-11,0,0,0,0,0.79921,0.79921,0.79921,2.7056e-08,1.9967,1.9967,1.9967,9.9986e-07,1.0007,1.0009,0.99798,0.00041383,0.050011,0.050011,0.050011,1.2401e-08,0.20027,0.20027,0.20027,6.7797e-09,1.8634e-05,8.6912e-05,0,1.4059e-05,0,0,0,0,-0.0004682,0.0055918,-0.0012917,0.00074591,-0.0013175,0.00050479,-0.0096788,0.0013895,0.0017134,0.019852,-0.018494,0.006401,1,0.033333,10,0.033333,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79974,0.79974,0.79974,2.7074e-08,1.9967,1.9967,1.9967,9.9986e-07,1.0007,1.0009,0.9979,0.00042353,0.066677,0.066677,0.066677,1.3273e-08,0.20027,0.20027,0.20027,6.7797e-09,1.9069e-05,0.00010167,0,1.5767e-05,0,0,0,0,-0.0004829,0.0039324,-0.0055841,0.0011558,-0.00096501,0.0007238,-0.0093873,0.0013179,0.001585,0.019055,-0.019054,0.0064825,1,0.05,10,0.05,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79974,0.79974,0.79974,2.7074e-08,1.9967,1.9967,1.9967,9.9986e-07,1.0007,1.0009,0.99782,0.00043324,0.083343,0.083343,0.083343,1.4141e-08,0.20027,0.20027,0.20027,6.7797e-09,1.9502e-05,0.00011643,0,1.7472e-05,0,0,0,0,-0.00049922,0.0022747,-0.0098839,0.0015671,-0.0006117,0.00094302,-0.00909,0.0012454,0.0014557,0.018249,-0.019608,0.0065617,1,0.066667,10,0.066667,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79974,0.79974,0.79974,2.7074e-08,1.9967,1.9967,1.9967,9.9986e-07,1.0007,1.0009,0.99772,0.0004431,166.26,166.26,166.26,2.8395e-05,0.20027,0.20027,0.20027,6.7797e-09,1.992e-05,0.00012879,0,1.816e-05,0,0,0,0,-0.00034785,0.0016242,-0.0068234,0.0010258,-0.000307,0.00096375,-0.0047498,0.00069755,0.00133,0.017153,-0.022157,0.0062689,1,0.083333,10,0.083333,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79974,0.79974,0.79974,2.7074e-08,1.9967,1.9967,1.9967,9.9986e-07,1.0007,1.0009,0.99763,0.00045296,332.89,332.89,332.89,5.6852e-05,0.20027,0.20027,0.20027,6.7797e-09,2.0337e-05,0.00014115,0,1.8844e-05,0,0,0,0,-0.00019604,0.00097638,-0.0037432,0.0004819,-2.4246e-06,0.00098394,-0.00039864,0.00014847,0.0012042,0.016056,-0.024711,0.005975,1,0.1,10,0.1,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79974,0.79974,0.79974,2.7074e-08,1.9967,1.9967,1.9967,9.9986e-07,1.0007,1.0009,0.99769,0.00044368,167.56,167.56,167.56,2.8618e-05,0.20027,0.20027,0.20027,6.7797e-09,2.3043e-05,0.0002005,0,2.4826e-05,0,0,0,0,0.00029687,0.0062668,-0.0023402,0.00096675,-0.00066766,0.0016827,-0.010394,0.0014123,0.0010111,0.013783,-0.026544,0.0053647,1,0.11667,10,0.11667,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79974,0.79974,0.79974,2.7074e-08,1.9967,1.9967,1.9967,9.9986e-07,1.0007,1.0009,0.99775,0.00043433,0.89059,0.89059,0.89059,1.5525e-07,0.20027,0.20027,0.20027,6.7797e-09,2.5759e-05,0.00026003,0,3.083e-05,0,0,0,0,0.00079115,0.011581,-0.00094388,0.0014557,-0.0013368,0.0023841,-0.020448,0.0026835,0.0008177,0.011504,-0.028374,0.0047531,1,0.13333,10,0.13333,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79974,0.79974,0.79974,2.7074e-08,1.9967,1.9967,1.9967,9.9986e-07,1.0007,1.0009,0.99768,0.00044112,-8.5462e-06,-8.5466e-06,-8.5466e-06,3.1532e-09,0.20027,0.20027,0.20027,6.7797e-09,2.5156e-05,0.00026837,0,3.1525e-05,0,0,0,0,0.00038944,0.006048,-0.0016247,0.00089535,-0.0021965,0.0032376,-0.029896,0.0040446,0.00070521,0.011686,-0.033512,0.0049181,1,0.15,10,0.15,1.5
