0	0
1.00083	1.15252
2.00167	2.53797
3.0025	0.567624
4.00334	1.47369
5.00417	0.353541
6.005	1.6761
7.00584	2.64652
8.00667	1.57613
9.00751	1.21642
10.0083	0.736164
11.0092	1.72286
12.01	2.20176
13.0108	1.79391
14.0117	1.22896
15.0125	0.969744
16.0133	1.58781
17.0142	1.96734
18.015	1.80203
19.0158	1.2979
20.0167	1.12798
21.0175	1.50288
22.0184	1.81794
23.0192	1.75225
24.02	1.37825
25.0209	1.234
26.0217	1.4433
27.0225	1.73231
28.0234	1.68983
29.0242	1.44334
30.025	1.28382
31.0259	1.44477
32.0267	1.65611
33.0275	1.65373
34.0284	1.46817
35.0292	1.3395
36.03	1.45513
37.0309	1.58825
38.0317	1.63342
39.0325	1.4781
40.0334	1.40226
41.0342	1.43191
42.035	1.57567
43.0359	1.58762
44.0367	1.50878
45.0375	1.4127
46.0384	1.45352
47.0392	1.54456
48.04	1.57028
49.0409	1.50771
50.0417	1.43855
51.0425	1.46654
52.0434	1.51452
53.0442	1.5642
54.045	1.50137
55.0459	1.47429
56.0467	1.44946
57.0475	1.52857
58.0484	1.53063
59.0492	1.5241
60.05	1.46318
61.0509	1.47699
62.0517	1.50647
63.0525	1.53137
64.0534	1.50949
65.0542	1.48346
66.0551	1.48058
67.0559	1.49924
68.0567	1.52372
69.0575	1.50746
70.0584	1.49839
71.0592	1.47054
72.0601	1.51269
73.0609	1.50277
74.0617	1.5264
75.0626	1.47683
76.0634	1.4995
77.0642	1.4896
78.0651	1.51862
79.0659	1.50032
80.0667	1.49908
81.0676	1.48945
82.0684	1.49765
83.0692	1.5055
84.0701	1.50619
85.0709	1.50021
86.0717	1.48581
87.0726	1.50326
88.0734	1.49515
89.0742	1.51762
90.0751	1.48356
91.0759	1.50849
92.0767	1.48816
93.0776	1.5149
94.0784	1.49158
95.0792	1.50917
96.0801	1.48989
97.0809	1.5062
98.0817	1.49561
99.0826	1.50707
100.083	1.50234
