"boundary1_average","boundary1_maximum","boundary1_minimum","boundary1_stddev","boundary2_average","boundary2_maximum","boundary2_minimum","boundary2_stddev","boundary3_average","boundary3_maximum","boundary3_minimum","boundary3_stddev","neiSolid_average","neiSolid_maximum","neiSolid_minimum","neiSolid_stddev","rho_average","rho_maximum","rho_minimum","rho_stddev","sdf_average","sdf_maximum","sdf_minimum","sdf_stddev","solid_average","solid_maximum","solid_minimum","solid_stddev","tauSGS_average","tauSGS_maximum","tauSGS_minimum","tauSGS_stddev","u_average","u_maximum","u_minimum","u_stddev","v_average","v_maximum","v_minimum","v_stddev","w_average","w_maximum","w_minimum","w_stddev","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99856,1,0.98696,0.0011774,303.21,303.21,303.21,5.8254e-05,0,0,0,0,1.9222e-05,4.3082e-05,0,7.2042e-06,1.12,1.1608,0,0.11265,-0.011941,0.018121,-0.067362,0.012456,-0.0033455,0.025025,-0.04457,0.0098633,1,2.1486,21,2.1611,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99856,1,0.98696,0.0011777,303.21,303.21,303.21,5.8254e-05,0,0,0,0,1.9676e-05,4.7664e-05,0,7.8671e-06,1.1203,1.1618,0,0.11272,-0.011998,0.017554,-0.069353,0.012926,-0.0037589,0.023186,-0.047948,0.010395,1,2.1651,21,2.1776,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99856,1,0.98696,0.0011779,303.21,303.21,303.21,5.8254e-05,0,0,0,0,2.0206e-05,5.1419e-05,0,8.929e-06,1.1206,1.1627,0,0.11276,-0.01201,0.017234,-0.072693,0.013549,-0.0042294,0.019341,-0.048517,0.011143,1,2.1817,21,2.1942,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99856,1,0.98695,0.0011785,303.21,303.21,303.21,5.8254e-05,0,0,0,0,2.1102e-05,5.4769e-05,0,9.6065e-06,1.12,1.1623,0,0.11276,-0.012131,0.018208,-0.077309,0.014386,-0.0043257,0.021276,-0.046035,0.011617,1,2.1982,21,2.2107,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99856,1,0.98694,0.0011794,303.21,303.21,303.21,5.8254e-05,0,0,0,0,2.2121e-05,5.7983e-05,0,1.0156e-05,1.1192,1.1614,0,0.11276,-0.012287,0.019613,-0.08235,0.015295,-0.0042973,0.02514,-0.042535,0.012001,1,2.2147,21,2.2272,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011795,303.21,303.21,303.21,5.8254e-05,0,0,0,0,2.4271e-05,6.4867e-05,0,1.1169e-05,1.1178,1.1646,0,0.1127,-0.012512,0.020708,-0.084902,0.016333,-0.0038122,0.026882,-0.045648,0.012352,1,2.2313,21,2.2438,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011795,303.21,303.21,303.21,5.8254e-05,0,0,0,0,2.6413e-05,7.3355e-05,0,1.2299e-05,1.1163,1.168,0,0.11265,-0.012741,0.021794,-0.086992,0.017388,-0.0032885,0.029046,-0.049334,0.012866,1,2.2478,21,2.2603,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011795,303.21,303.21,303.21,5.8254e-05,0,0,0,0,2.7254e-05,9.6259e-05,0,1.4269e-05,1.1149,1.1676,0,0.1128,-0.012939,0.023097,-0.086433,0.018483,-0.0028065,0.038245,-0.052583,0.015273,1,2.2643,21,2.2768,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011795,303.21,303.21,303.21,5.8254e-05,0,0,0,0,2.7994e-05,0.00011085,0,1.5742e-05,1.1135,1.1672,0,0.11301,-0.013142,0.024438,-0.085897,0.01963,-0.0024318,0.04781,-0.054948,0.017617,1,2.2808,21,2.2933,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011795,303.21,303.21,303.21,5.8254e-05,0,0,0,0,2.8422e-05,9.9998e-05,0,1.5697e-05,1.1119,1.1664,0,0.11343,-0.013361,0.025896,-0.085427,0.020933,-0.0023859,0.058497,-0.054608,0.019771,1,2.2974,21,2.3099,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011796,303.21,303.21,303.21,5.8254e-05,0,0,0,0,2.9617e-05,0.00010088,0,1.6099e-05,1.1098,1.1646,0,0.11372,-0.013594,0.027662,-0.085669,0.02228,-0.0024566,0.066321,-0.054896,0.021417,1,2.3139,21,2.3264,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011797,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.1906e-05,0.00011856,0,1.7141e-05,1.1068,1.1612,0,0.1138,-0.013845,0.029869,-0.086928,0.023689,-0.0026941,0.070052,-0.05608,0.022336,1,2.3304,21,2.3429,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011799,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.3878e-05,0.00012422,0,1.8428e-05,1.103,1.1585,0,0.11383,-0.014069,0.03253,-0.090463,0.02492,-0.0026959,0.069058,-0.057955,0.023079,1,2.3469,21,2.3594,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011801,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.5618e-05,0.00012108,0,1.9895e-05,1.0984,1.1564,0,0.11384,-0.014273,0.035526,-0.095667,0.02602,-0.002525,0.0646,-0.060337,0.023694,1,2.3635,21,2.376,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011801,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.6442e-05,0.00010741,0,1.8866e-05,1.0936,1.1563,0,0.11417,-0.014422,0.038123,-0.098666,0.026961,-0.0016199,0.065338,-0.067839,0.024638,1,2.38,21,2.3925,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.00118,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.695e-05,9.009e-05,0,1.6972e-05,1.0886,1.157,0,0.11462,-0.014552,0.040583,-0.1009,0.027847,-0.00046016,0.06788,-0.077116,0.025697,1,2.3965,21,2.409,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011799,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.8467e-05,0.00010207,0,1.831e-05,1.084,1.156,0,0.11519,-0.014574,0.040302,-0.099475,0.028517,0.0011792,0.069224,-0.073031,0.026519,1,2.4131,21,2.4256,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011798,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.0154e-05,0.00011588,0,1.9958e-05,1.0794,1.155,0,0.11576,-0.014574,0.039808,-0.09775,0.029146,0.0028236,0.070193,-0.068161,0.027363,1,2.4296,21,2.4421,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011797,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.2699e-05,0.00011506,0,2.1361e-05,1.0744,1.1567,0,0.11602,-0.014424,0.040142,-0.09691,0.029535,0.0039143,0.067958,-0.07052,0.028797,1,2.4461,21,2.4586,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011797,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.4706e-05,0.00011416,0,2.2514e-05,1.0693,1.1567,0,0.11624,-0.014285,0.040377,-0.095864,0.029918,0.0047975,0.067968,-0.072744,0.030296,1,2.4626,21,2.4751,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011798,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.4999e-05,0.00011298,0,2.2872e-05,1.0635,1.1517,0,0.11633,-0.01418,0.040292,-0.094163,0.030283,0.0050182,0.075142,-0.074532,0.032002,1,2.4792,21,2.4917,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.00118,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.5962e-05,0.00011963,0,2.3618e-05,1.0576,1.1511,0,0.11637,-0.014223,0.041258,-0.092086,0.03063,0.0052557,0.081572,-0.076177,0.033539,1,2.4957,21,2.5082,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011801,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.7916e-05,0.00013785,0,2.4939e-05,1.0517,1.1569,0,0.11631,-0.014486,0.043774,-0.089455,0.030951,0.0055182,0.086905,-0.07761,0.034826,1,2.5122,21,2.5247,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.00118,303.21,303.21,303.21,5.8254e-05,0,0,0,0,5.054e-05,0.00014555,0,2.6129e-05,1.0456,1.157,0,0.11616,-0.014865,0.044385,-0.08736,0.031103,0.0060896,0.09359,-0.08076,0.03645,1,2.5287,21,2.5412,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98694,0.0011796,303.21,303.21,303.21,5.8254e-05,0,0,0,0,5.3672e-05,0.0001453,0,2.7221e-05,1.0393,1.1527,0,0.11593,-0.01533,0.043557,-0.08567,0.031127,0.0068946,0.1013,-0.085208,0.03833,1,2.5453,21,2.5578,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98695,0.001179,303.21,303.21,303.21,5.8254e-05,0,0,0,0,5.6386e-05,0.00014383,0,2.8483e-05,1.0325,1.1468,0,0.11569,-0.015558,0.046174,-0.089788,0.031085,0.0077081,0.11314,-0.093311,0.039294,1,2.5618,21,2.5743,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98696,0.0011782,303.21,303.21,303.21,5.8254e-05,0,0,0,0,5.895e-05,0.00014193,0,2.9807e-05,1.0254,1.1404,0,0.11545,-0.0157,0.050034,-0.096001,0.03102,0.0085246,0.12648,-0.10273,0.039927,1,2.5783,21,2.5908,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98696,0.0011783,303.21,303.21,303.21,5.8254e-05,0,0,0,0,6.1341e-05,0.00019202,0,3.2708e-05,1.0181,1.1293,0,0.11565,-0.015649,0.054038,-0.10596,0.031121,0.0091705,0.11978,-0.086321,0.038712,1,2.5949,21,2.6074,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98696,0.0011785,303.21,303.21,303.21,5.8254e-05,0,0,0,0,6.3611e-05,0.00024294,0,3.5564e-05,1.0108,1.1184,0,0.11592,-0.015617,0.057686,-0.11633,0.031263,0.0097696,0.11197,-0.0685,0.03743,1,2.6114,21,2.6239,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99857,1,0.98696,0.0011785,303.21,303.21,303.21,5.8254e-05,0,0,0,0,6.4438e-05,0.00022414,0,3.531e-05,1.0043,1.118,0,0.11665,-0.01615,0.056053,-0.12656,0.031739,0.0099728,0.11984,-0.071238,0.038097,1,2.6279,21,2.6404,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99858,1,0.98696,0.0011785,303.21,303.21,303.21,5.8254e-05,0,0,0,0,6.6362e-05,0.00021083,0,3.6312e-05,0.99766,1.1177,0,0.11739,-0.016837,0.054537,-0.13727,0.032298,0.0098716,0.1311,-0.074371,0.039222,1,2.6444,21,2.6569,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99858,1,0.98696,0.0011784,303.21,303.21,303.21,5.8254e-05,0,0,0,0,7.1929e-05,0.00021579,0,4.1484e-05,0.99063,1.1176,0,0.11817,-0.018038,0.053413,-0.14961,0.033132,0.0087586,0.15365,-0.078815,0.041868,1,2.661,21,2.6735,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99858,1,0.98696,0.0011782,237.71,237.71,237.71,4.5666e-05,0,0,0,0,7.7679e-05,0.00023285,0,4.6598e-05,0.98241,1.1174,0,0.11945,-0.019156,0.052055,-0.15646,0.033623,0.0073243,0.16438,-0.08443,0.044124,1,2.6775,21,2.69,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99858,1,0.98697,0.0011778,72.594,72.594,72.594,1.3931e-05,0,0,0,0,8.3708e-05,0.00026829,0,5.1623e-05,0.97238,1.1172,0,0.12149,-0.020146,0.050342,-0.15494,0.033595,0.0054015,0.15712,-0.091829,0.045786,1,2.694,21,2.7065,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99858,1,0.98697,0.0011778,0.27694,0.27694,0.27694,3.4287e-08,0,0,0,0,8.9452e-05,0.00030116,0,5.5544e-05,0.96079,1.1168,0,0.12455,-0.020749,0.054747,-0.14443,0.033086,0.0040552,0.14441,-0.096343,0.045991,1,2.7106,21,2.7231,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99858,1,0.98697,0.0011782,0.26041,0.26041,0.26041,3.541e-08,0,0,0,0,9.4972e-05,0.00033203,0,5.8604e-05,0.94798,1.1163,0,0.1284,-0.021051,0.06392,-0.12691,0.032203,0.0031581,0.12745,-0.098611,0.045061,1,2.7271,21,2.7396,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99858,1,0.98697,0.001178,0.24388,0.24388,0.24388,5.557e-08,0,0,0,0,0.00010157,0.00033925,0,6.0917e-05,0.93381,1.1146,0,0.13289,-0.020692,0.067199,-0.11111,0.03168,0.0029565,0.1128,-0.097104,0.042897,1,2.7436,21,2.7561,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99858,1,0.98697,0.0011776,0.22736,0.22736,0.22736,8.2858e-08,0,0,0,0,0.00010857,0.00033763,0,6.2951e-05,0.91912,1.1125,0,0.13761,-0.020085,0.068269,-0.095954,0.031291,0.0030153,0.099018,-0.094183,0.040272,1,2.7601,21,2.7726,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99858,1,0.98698,0.0011768,0.20656,0.20656,0.20656,5.8903e-08,0,0,0,0,0.00011639,0.00038587,0,7.0134e-05,0.90113,1.1057,0,0.1415,-0.018643,0.076005,-0.098426,0.029922,0.0024564,0.095719,-0.085696,0.038368,1,2.7767,21,2.7892,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99858,1,0.98699,0.001176,0.18514,0.18514,0.18514,3.0126e-08,0,0,0,0,0.00012481,0.00043707,0,7.7571e-05,0.88229,1.0976,0,0.14521,-0.017095,0.083468,-0.10224,0.028291,0.0017788,0.093331,-0.077203,0.03653,1,2.7932,21,2.8057,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99858,1,0.98699,0.0011763,0.16183,0.16183,0.16183,2.2643e-08,0,0,0,0,0.00014126,0.00043972,0,7.9154e-05,0.85639,1.0771,0,0.14776,-0.015461,0.073648,-0.093621,0.024328,0.00037984,0.085382,-0.079382,0.034364,1,2.8097,21,2.8222,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99859,1,0.98699,0.0011766,0.14056,0.14056,0.14056,2.0842e-08,0,0,0,0,0.00015879,0.00044132,0,8.1669e-05,0.82759,1.0558,0,0.1497,-0.013911,0.060892,-0.082317,0.020358,-0.00094079,0.07699,-0.082214,0.032152,1,2.8262,21,2.8387,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99859,1,0.98699,0.0011766,0.12639,0.12639,0.12639,3.8746e-08,0,0,0,0,0.00018008,0.00043928,0,8.7417e-05,0.78881,1.032,0,0.14951,-0.012652,0.03795,-0.061699,0.016366,-0.0019898,0.067059,-0.087311,0.029784,1,2.8428,21,2.8553,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99859,1,0.98699,0.0011765,0.11296,0.11296,0.11296,4.3173e-08,0,0,0,0,0.00020356,0.0004365,0,8.9744e-05,0.74197,1.004,0,0.1474,-0.011287,0.022998,-0.0479,0.013212,-0.0028738,0.060598,-0.084136,0.027245,1,2.8593,21,2.8718,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99859,1,0.98699,0.0011762,0.10068,0.10068,0.10068,2.6451e-08,0,0,0,0,0.00023049,0.00043255,0,8.6703e-05,0.68251,0.96937,0,0.14229,-0.0097559,0.020584,-0.0448,0.011373,-0.0034988,0.059579,-0.067981,0.024438,1,2.8758,21,2.8883,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99859,1,0.98699,0.0011758,0.08787,0.08787,0.08787,1.7593e-08,0,0,0,0,0.00025687,0.00046714,0,8.6966e-05,0.60882,0.88705,0,0.13123,-0.007932,0.01707,-0.039297,0.0095516,-0.0035017,0.059893,-0.056684,0.021825,1,2.8924,21,2.9049,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99859,1,0.987,0.0011752,0.074621,0.074621,0.074621,1.5048e-08,0,0,0,0,0.00028282,0.00053265,0,8.988e-05,0.52372,0.76641,0,0.11538,-0.0058729,0.012672,-0.031865,0.0077444,-0.003005,0.061276,-0.049288,0.019367,1,2.9089,21,2.9214,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99859,1,0.987,0.0011756,0.060059,0.060059,0.060059,1.1459e-08,0,0,0,0,0.00030088,0.0005421,0,8.791e-05,0.42375,0.6292,0,0.093481,-0.0039293,0.010099,-0.023566,0.0058043,-0.0017322,0.060452,-0.041565,0.017283,1,2.9254,21,2.9379,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99859,1,0.98699,0.0011765,0.044986,0.044986,0.044986,7.4645e-09,0,0,0,0,0.00031588,0.00052977,0,8.404e-05,0.31799,0.48556,0,0.069237,-0.0020307,0.0082336,-0.01493,0.0038124,-0.00015763,0.058771,-0.033715,0.015344,1,2.9419,21,2.9544,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0.48269,0.48269,0.48269,1.6341e-08,0.99859,1,0.987,0.0011761,0.028814,0.028814,0.028814,5.5522e-09,0,0,0,0,0.00032086,0.00052666,0,7.7429e-05,0.2038,0.31668,0,0.044398,-0.00097014,0.0049423,-0.0081851,0.0021154,0.00040845,0.042726,-0.022703,0.010687,1,2.9585,21,2.971,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0.97224,0.97224,0.97224,3.2913e-08,0.99863,1,0.98736,0.0011429,0.012487,0.012487,0.012487,4.0291e-09,0.027771,0.027771,0.027771,9.4014e-10,0.00031536,0.00051027,0,6.8852e-05,0.091781,0.14905,0,0.020176,-6.458e-05,0.001598,-0.0019603,0.00052593,0.00079912,0.025023,-0.011534,0.0057686,1,2.975,21,2.9875,1.5
