"GxIBM_average","GxIBM_maximum","GxIBM_minimum","GxIBM_stddev","GyIBM_average","GyIBM_maximum","GyIBM_minimum","GyIBM_stddev","GzIBM_average","GzIBM_maximum","GzIBM_minimum","GzIBM_stddev","boundary1_average","boundary1_maximum","boundary1_minimum","boundary1_stddev","boundary2_average","boundary2_maximum","boundary2_minimum","boundary2_stddev","boundary3_average","boundary3_maximum","boundary3_minimum","boundary3_stddev","neiSolid_average","neiSolid_maximum","neiSolid_minimum","neiSolid_stddev","omega_average","omega_maximum","omega_minimum","omega_stddev","rho_average","rho_maximum","rho_minimum","rho_stddev","sdf_average","sdf_maximum","sdf_minimum","sdf_stddev","solid_average","solid_maximum","solid_minimum","solid_stddev","tauSGS_average","tauSGS_maximum","tauSGS_minimum","tauSGS_stddev","u0_average","u0_maximum","u0_minimum","u0_stddev","u_average","u_maximum","u_minimum","u_stddev","v_average","v_maximum","v_minimum","v_stddev","w_average","w_maximum","w_minimum","w_stddev","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.3854e-08,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0025,1.0091,1,0.00076275,0.016677,0.016677,0.016677,5.3066e-09,0,0,0,0,0.0002205,0.0006713,0,0.00012373,0,0,0,0,0.05619,0.21369,-0.12688,0.04688,-0.00016842,0.0075538,-0.017254,0.0036482,0.0074947,0.12556,-0.09367,0.039088,1,0,18,0,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50034,0.50034,0.50034,1.6938e-08,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0025,1.0091,1,0.00076914,0.033344,0.033344,0.033344,8.854e-09,0,0,0,0,0.00019821,0.00055701,0,0.00010081,0,0,0,0,0.10519,0.35481,-0.15749,0.075047,-0.00047698,0.024995,-0.058751,0.012541,0.013365,0.22467,-0.14895,0.067557,1,0.016667,18,0.016667,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066751,0.00066751,0.00066751,2.2597e-11,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0025,1.0091,1,0.00077553,0.050011,0.050011,0.050011,1.2401e-08,0,0,0,0,0.00017592,0.00044272,0,7.79e-05,0,0,0,0,0.1542,0.49592,-0.18809,0.10321,-0.00078554,0.042437,-0.10025,0.021434,0.019235,0.32378,-0.20423,0.096027,1,0.033333,18,0.033333,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0025,1.0091,1,0.00077192,0.066677,0.066677,0.066677,1.3273e-08,0,0,0,0,0.00015391,0.00040644,0,7.1713e-05,0,0,0,0,0.18406,0.53288,-0.11407,0.10905,-0.0006215,0.061813,-0.14014,0.031941,0.020864,0.34361,-0.21909,0.10725,1,0.05,18,0.05,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0025,1.0091,1,0.0007683,0.083343,0.083343,0.083343,1.4141e-08,0,0,0,0,0.0001319,0.00037027,0,6.5548e-05,0,0,0,0,0.21389,0.56969,-0.039903,0.11486,-0.00045684,0.081193,-0.18004,0.042451,0.022488,0.36333,-0.23389,0.11845,1,0.066667,18,0.066667,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0025,1.0091,1,0.00076773,166.26,166.26,166.26,2.8395e-05,0,0,0,0,0.00012442,0.00031915,0,5.6562e-05,0,0,0,0,0.2282,0.57459,-0.021966,0.11616,0.00012433,0.10753,-0.19461,0.051299,0.021593,0.36018,-0.27022,0.11889,1,0.083333,18,0.083333,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0025,1.0091,1,0.00076717,332.89,332.89,332.89,5.6852e-05,0,0,0,0,0.00011697,0.00026799,0,4.7569e-05,0,0,0,0,0.24247,0.57941,-0.0041806,0.11744,0.00070662,0.13388,-0.20912,0.060142,0.020692,0.35698,-0.30661,0.1193,1,0.1,18,0.1,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0025,1.0091,1,0.00077004,333.56,333.56,333.56,5.6966e-05,0,0,0,0,0.00011948,0.00027857,0,5.0603e-05,0,0,0,0,0.25106,0.587,-0.0034881,0.11651,0.0016079,0.16141,-0.21375,0.067514,0.021196,0.31594,-0.32451,0.11777,1,0.11667,18,0.11667,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0024,1.0091,1,0.00077292,333.56,333.56,333.56,5.6966e-05,0,0,0,0,0.00012203,0.0002894,0,5.3686e-05,0,0,0,0,0.25963,0.5946,-0.0028644,0.11556,0.0025104,0.18894,-0.21835,0.074879,0.021705,0.27476,-0.34234,0.11623,1,0.13333,18,0.13333,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0024,1.0091,1,0.00077485,333.56,333.56,333.56,5.6966e-05,0,0,0,0,0.00012474,0.00029964,0,5.7628e-05,0,0,0,0,0.26612,0.59486,-0.0042997,0.11374,0.0034802,0.20872,-0.22677,0.080832,0.023824,0.29307,-0.34311,0.11894,1,0.15,18,0.15,1.5
