"GxIBM_average","GxIBM_maximum","GxIBM_minimum","GxIBM_stddev","GyIBM_average","GyIBM_maximum","GyIBM_minimum","GyIBM_stddev","GzIBM_average","GzIBM_maximum","GzIBM_minimum","GzIBM_stddev","boundary1_average","boundary1_maximum","boundary1_minimum","boundary1_stddev","boundary2_average","boundary2_maximum","boundary2_minimum","boundary2_stddev","boundary3_average","boundary3_maximum","boundary3_minimum","boundary3_stddev","neiSolid_average","neiSolid_maximum","neiSolid_minimum","neiSolid_stddev","omega_average","omega_maximum","omega_minimum","omega_stddev","rho_average","rho_maximum","rho_minimum","rho_stddev","sdf_average","sdf_maximum","sdf_minimum","sdf_stddev","solid_average","solid_maximum","solid_minimum","solid_stddev","tauSGS_average","tauSGS_maximum","tauSGS_minimum","tauSGS_stddev","u0_average","u0_maximum","u0_minimum","u0_stddev","u_average","u_maximum","u_minimum","u_stddev","v_average","v_maximum","v_minimum","v_stddev","w_average","w_maximum","w_minimum","w_stddev","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.3854e-08,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0026,1.0104,1,0.00085472,0.016677,0.016677,0.016677,5.3066e-09,0,0,0,0,0.0002369,0.00053331,0,0.00010401,0,0,0,0,0.069221,0.1769,-0.13507,0.040148,1.6185e-05,0.0060702,-0.016175,0.0028344,0.0018987,0.077695,-0.09849,0.030657,1,0,20,0,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50034,0.50034,0.50034,1.6938e-08,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0026,1.0104,1,0.00085502,0.033344,0.033344,0.033344,8.854e-09,0,0,0,0,0.00021309,0.00048661,0,9.6121e-05,0,0,0,0,0.13149,0.31315,-0.17651,0.06917,0.000238,0.023485,-0.054634,0.010141,0.0063309,0.13813,-0.1523,0.050929,1,0.016667,20,0.016667,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066751,0.00066751,0.00066751,2.2597e-11,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0026,1.0104,1,0.00085532,0.050011,0.050011,0.050011,1.2401e-08,0,0,0,0,0.00018928,0.00043991,0,8.8235e-05,0,0,0,0,0.19376,0.44939,-0.21795,0.098191,0.00045981,0.0409,-0.093094,0.017448,0.010763,0.19857,-0.2061,0.0712,1,0.033333,20,0.033333,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0026,1.0104,1,0.0008548,0.066677,0.066677,0.066677,1.3273e-08,0,0,0,0,0.00015884,0.00038535,0,7.8111e-05,0,0,0,0,0.23334,0.50917,-0.15096,0.10959,0.0013567,0.067632,-0.13158,0.02726,0.015663,0.22472,-0.19474,0.079736,1,0.05,20,0.05,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0026,1.0104,1,0.00085428,0.083343,0.083343,0.083343,1.4141e-08,0,0,0,0,0.0001284,0.00033077,0,6.7985e-05,0,0,0,0,0.27289,0.56886,-0.083822,0.12097,0.0022544,0.094377,-0.17006,0.037074,0.020564,0.25083,-0.18329,0.088256,1,0.066667,20,0.066667,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0026,1.0104,1,0.00085351,166.26,166.26,166.26,2.8395e-05,0,0,0,0,0.00012026,0.0003058,0,6.0147e-05,0,0,0,0,0.29271,0.59885,-0.041961,0.12385,0.0032239,0.10566,-0.18903,0.045402,0.021247,0.29455,-0.20655,0.093063,1,0.083333,20,0.083333,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0026,1.0104,1,0.00085275,332.89,332.89,332.89,5.6852e-05,0,0,0,0,0.00011219,0.0002809,0,5.2314e-05,0,0,0,0,0.31248,0.62877,-0.0001675,0.1267,0.0041935,0.1169,-0.20794,0.053726,0.021919,0.33832,-0.2299,0.097861,1,0.1,20,0.1,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0026,1.0104,1,0.0008551,333.56,333.56,333.56,5.6966e-05,0,0,0,0,0.00011265,0.0002762,0,4.9974e-05,0,0,0,0,0.32546,0.6326,0,0.12834,0.004463,0.13211,-0.21656,0.060261,0.020174,0.34333,-0.25982,0.099489,1,0.11667,20,0.11667,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0026,1.0104,1,0.00085747,333.56,333.56,333.56,5.6966e-05,0,0,0,0,0.00011314,0.00027158,0,4.7656e-05,0,0,0,0,0.33841,0.63632,0,0.12997,0.0047296,0.14734,-0.22514,0.066789,0.018419,0.34819,-0.28976,0.1011,1,0.13333,20,0.13333,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0026,1.0104,1,0.00086029,333.56,333.56,333.56,5.6966e-05,0,0,0,0,0.00011071,0.00025957,0,4.6932e-05,0,0,0,0,0.34715,0.62385,0,0.13,0.0041499,0.16122,-0.25374,0.072791,0.016652,0.33687,-0.30405,0.10314,1,0.15,20,0.15,1.5
