"GxIBM_average","GxIBM_maximum","GxIBM_minimum","GxIBM_stddev","GyIBM_average","GyIBM_maximum","GyIBM_minimum","GyIBM_stddev","GzIBM_average","GzIBM_maximum","GzIBM_minimum","GzIBM_stddev","boundary1_average","boundary1_maximum","boundary1_minimum","boundary1_stddev","boundary2_average","boundary2_maximum","boundary2_minimum","boundary2_stddev","boundary3_average","boundary3_maximum","boundary3_minimum","boundary3_stddev","neiSolid_average","neiSolid_maximum","neiSolid_minimum","neiSolid_stddev","omega_average","omega_maximum","omega_minimum","omega_stddev","rho_average","rho_maximum","rho_minimum","rho_stddev","sdf_average","sdf_maximum","sdf_minimum","sdf_stddev","solid_average","solid_maximum","solid_minimum","solid_stddev","tauSGS_average","tauSGS_maximum","tauSGS_minimum","tauSGS_stddev","u0_average","u0_maximum","u0_minimum","u0_stddev","u_average","u_maximum","u_minimum","u_stddev","v_average","v_maximum","v_minimum","v_stddev","w_average","w_maximum","w_minimum","w_stddev","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.3854e-08,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0009,1.0016,0.99833,0.00046152,0.016677,0.016677,0.016677,5.3066e-09,0,0,0,0,0.00035915,0.00096777,0,0.00015369,0,0,0,0,-0.10835,0.0015974,-0.32158,0.052913,-0.00026485,0.011316,-0.015047,0.0048111,0.0085304,0.13328,-0.12001,0.045488,1,0,13,0,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50034,0.50034,0.50034,1.6938e-08,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0009,1.0016,0.99827,0.00046434,0.033344,0.033344,0.033344,8.854e-09,0,0,0,0,0.00026312,0.00068619,0,0.00011089,0,0,0,0,-0.1697,0.019532,-0.49812,0.082089,-0.0011058,0.036702,-0.050707,0.016557,0.014424,0.19463,-0.18033,0.075745,1,0.016667,13,0.016667,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066751,0.00066751,0.00066751,2.2597e-11,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.001,1.0016,0.99822,0.00046715,0.050011,0.050011,0.050011,1.2401e-08,0,0,0,0,0.00016708,0.00040461,0,6.8089e-05,0,0,0,0,-0.23105,0.037466,-0.67466,0.11127,-0.0019468,0.062088,-0.086367,0.028304,0.020317,0.25598,-0.24064,0.106,1,0.033333,13,0.033333,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.001,1.0016,0.99809,0.00045602,0.066677,0.066677,0.066677,1.3273e-08,0,0,0,0,0.00016115,0.00038022,0,6.9095e-05,0,0,0,0,-0.23715,0.042183,-0.68606,0.11735,-0.0039251,0.091796,-0.12588,0.04268,0.021633,0.30463,-0.24705,0.11542,1,0.05,13,0.05,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0009,1.0016,0.99797,0.00044488,0.083343,0.083343,0.083343,1.4141e-08,0,0,0,0,0.00015534,0.00035617,0,7.016e-05,0,0,0,0,-0.24317,0.046881,-0.69724,0.1234,-0.0059049,0.12151,-0.16539,0.057059,0.022944,0.35327,-0.25338,0.12481,1,0.066667,13,0.066667,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0009,1.0016,0.99796,0.00044966,166.26,166.26,166.26,2.8395e-05,0,0,0,0,0.00015486,0.00035706,0,7.2043e-05,0,0,0,0,-0.23946,0.055525,-0.68974,0.1271,-0.0086864,0.1528,-0.18798,0.069239,0.018805,0.36825,-0.29721,0.12662,1,0.083333,13,0.083333,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0009,1.0016,0.99794,0.00045449,332.89,332.89,332.89,5.6852e-05,0,0,0,0,0.00015439,0.00035801,0,7.3928e-05,0,0,0,0,-0.23572,0.064179,-0.6822,0.13079,-0.01147,0.1841,-0.21053,0.081412,0.014652,0.38315,-0.34115,0.1284,1,0.1,13,0.1,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0009,1.0016,0.99797,0.00046466,333.56,333.56,333.56,5.6966e-05,0,0,0,0,0.00016155,0.00039741,0,7.7958e-05,0,0,0,0,-0.22905,0.10283,-0.67807,0.1377,-0.014849,0.22387,-0.2305,0.091261,0.0056953,0.36593,-0.35071,0.12765,1,0.11667,13,0.11667,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0009,1.0016,0.998,0.00047485,333.56,333.56,333.56,5.6966e-05,0,0,0,0,0.00016874,0.00043696,0,8.1998e-05,0,0,0,0,-0.22236,0.1416,-0.67396,0.14463,-0.018231,0.26368,-0.25047,0.1011,-0.0032811,0.34858,-0.36013,0.12689,1,0.13333,13,0.13333,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9967,1.9967,1.9967,9.9986e-07,1.0009,1.0016,0.99798,0.00048191,333.56,333.56,333.56,5.6966e-05,0,0,0,0,0.00017145,0.00043449,0,8.0155e-05,0,0,0,0,-0.21337,0.18226,-0.67043,0.15063,-0.021147,0.28852,-0.27736,0.10927,-0.011438,0.32142,-0.35871,0.12708,1,0.15,13,0.15,1.5
