x/H y/H N U/Uc V/Uc W/Uc
2.02E+00 2.73E+00 460 8.06E-01 -1.13E-03 -2.27E-02
2.02E+00 2.75E+00 481 7.90E-01 -4.72E-03 -1.87E-02
2.02E+00 2.77E+00 477 7.84E-01 -3.68E-03 -1.72E-02
2.02E+00 2.80E+00 489 7.59E-01 -4.49E-03 -1.44E-02
2.02E+00 2.82E+00 519 7.26E-01 -5.77E-03 -1.81E-02
2.02E+00 2.85E+00 532 7.13E-01 -2.67E-03 -1.67E-02
2.02E+00 2.87E+00 523 6.74E-01 -6.07E-04 -1.58E-02
2.02E+00 2.90E+00 488 6.30E-01 -3.47E-03 -1.07E-02
2.02E+00 2.92E+00 524 5.55E-01 -1.75E-04 -1.47E-02
2.02E+00 2.95E+00 501 3.45E-01 -5.57E-04 -1.22E-02
2.02E+00 2.96E+00 160 2.04E-01 -7.60E-04 -6.48E-03

x/H y/H N U/Uc V/Uc W/Uc
3.00E+00 2.10E-02 1 -6.48E-02 -1.05E-03 7.44E-02
3.00E+00 4.10E-02 13 -9.66E-02 6.40E-03 2.88E-02
3.00E+00 6.14E-02 29 -1.65E-01 3.24E-03 5.38E-02
3.00E+00 8.62E-02 27 -1.73E-01 1.53E-02 -5.05E-03
3.00E+00 1.11E-01 40 -1.78E-01 1.14E-02 1.80E-02
3.00E+00 1.35E-01 26 -1.98E-01 1.44E-02 -9.67E-03
3.00E+00 1.61E-01 21 -2.22E-01 9.67E-03 -3.80E-02
3.00E+00 1.84E-01 14 -2.12E-01 2.54E-02 -3.20E-02
3.00E+00 2.10E-01 35 -1.69E-01 5.82E-03 1.69E-02
3.00E+00 2.29E-01 20 -1.99E-01 5.49E-02 -2.63E-02
3.00E+00 2.57E-01 27 -2.14E-01 5.77E-02 -2.41E-02
3.00E+00 2.80E-01 31 -1.37E-01 2.21E-02 -2.44E-02
3.00E+00 3.06E-01 9 -1.56E-01 1.00E-01 -6.61E-03
3.00E+00 3.29E-01 39 -1.20E-01 1.01E-02 -2.44E-03
3.00E+00 3.52E-01 24 -9.11E-02 -1.71E-02 4.08E-02
3.00E+00 3.78E-01 46 -8.17E-02 9.21E-03 1.61E-02
3.00E+00 4.05E-01 55 -4.99E-02 -3.30E-02 -2.01E-02
3.00E+00 4.28E-01 72 -3.71E-02 -6.18E-03 -2.57E-02
3.00E+00 4.52E-01 66 -2.85E-02 1.59E-02 2.32E-02
3.00E+00 4.76E-01 47 -6.61E-02 1.77E-02 -1.77E-02
3.00E+00 5.03E-01 53 2.56E-03 -2.73E-02 -3.28E-02
3.00E+00 5.26E-01 63 2.15E-02 -7.76E-03 -3.09E-02
3.00E+00 5.50E-01 55 4.94E-02 1.54E-03 -3.79E-02
3.00E+00 5.75E-01 38 6.33E-02 -2.28E-02 -6.42E-03
3.00E+00 6.00E-01 52 8.19E-02 -9.85E-03 -2.40E-02
3.00E+00 6.24E-01 71 1.18E-01 -2.08E-02 -1.87E-02
3.00E+00 6.49E-01 69 7.57E-02 -3.07E-02 -2.52E-02
3.00E+00 6.72E-01 71 1.57E-01 -1.39E-02 -3.37E-03
3.00E+00 6.97E-01 85 1.41E-01 -1.49E-02 -1.94E-02
3.00E+00 7.21E-01 66 1.93E-01 -4.25E-02 -3.00E-02
3.00E+00 7.46E-01 38 1.74E-01 -2.14E-02 -3.66E-02
3.00E+00 7.69E-01 84 2.32E-01 -3.36E-02 -4.18E-02
3.00E+00 7.96E-01 99 2.53E-01 -8.78E-03 -7.27E-03
3.00E+00 8.19E-01 86 3.22E-01 -3.30E-02 -2.78E-02
3.00E+00 8.43E-01 93 3.15E-01 -2.60E-02 -3.65E-02
3.00E+00 8.68E-01 93 3.73E-01 -5.29E-03 -4.18E-02
3.00E+00 8.93E-01 113 3.78E-01 -4.17E-02 -4.79E-03
3.00E+00 9.17E-01 123 4.25E-01 -4.94E-02 1.07E-02
3.00E+00 9.42E-01 147 4.34E-01 -4.86E-02 -2.07E-02
3.00E+00 9.65E-01 126 4.49E-01 -4.21E-02 -3.33E-02
3.00E+00 9.91E-01 109 5.47E-01 -6.01E-02 -1.43E-02
3.00E+00 1.01E+00 181 5.25E-01 -3.58E-02 -1.42E-02
3.00E+00 1.04E+00 179 5.48E-01 -3.51E-02 -1.53E-02
3.00E+00 1.06E+00 206 5.90E-01 -3.94E-02 8.93E-03
3.00E+00 1.09E+00 187 6.16E-01 -4.55E-02 -1.64E-03
3.00E+00 1.11E+00 224 6.66E-01 -4.76E-02 -1.67E-02
3.00E+00 1.14E+00 226 7.05E-01 -4.14E-02 -2.22E-03
3.00E+00 1.16E+00 254 7.23E-01 -5.03E-02 -2.70E-03
3.00E+00 1.19E+00 257 7.37E-01 -4.21E-02 -4.19E-03
3.00E+00 1.21E+00 261 7.66E-01 -3.96E-02 -1.92E-02
3.00E+00 1.24E+00 298 7.91E-01 -3.59E-02 -1.47E-02
3.00E+00 1.26E+00 298 7.95E-01 -2.97E-02 -2.65E-02
3.00E+00 1.28E+00 354 8.18E-01 -3.68E-02 -1.41E-02
3.00E+00 1.31E+00 326 8.26E-01 -3.67E-02 -1.51E-02
3.00E+00 1.33E+00 325 8.54E-01 -3.13E-02 -1.80E-02
3.00E+00 1.36E+00 390 8.67E-01 -3.75E-02 -1.66E-02
3.00E+00 1.38E+00 419 8.78E-01 -3.72E-02 -1.64E-02
3.00E+00 1.41E+00 419 8.90E-01 -3.45E-02 -1.65E-02
3.00E+00 1.43E+00 464 8.93E-01 -3.07E-02 -1.27E-02
3.00E+00 1.45E+00 476 9.04E-01 -3.02E-02 -2.09E-02
3.00E+00 1.48E+00 470 9.08E-01 -2.94E-02 -1.41E-02
3.00E+00 1.50E+00 464 9.13E-01 -2.80E-02 -1.58E-02
3.00E+00 1.53E+00 520 9.23E-01 -3.16E-02 -1.78E-02
3.00E+00 1.55E+00 497 9.36E-01 -2.97E-02 -2.17E-02
3.00E+00 1.58E+00 504 9.35E-01 -2.92E-02 -1.61E-02
3.00E+00 1.60E+00 600 9.39E-01 -2.45E-02 -1.70E-02
3.00E+00 1.63E+00 503 9.48E-01 -2.96E-02 -1.84E-02
3.00E+00 1.65E+00 584 9.49E-01 -2.84E-02 -1.84E-02
3.00E+00 1.67E+00 581 9.52E-01 -2.69E-02 -1.78E-02
3.00E+00 1.70E+00 589 9.58E-01 -2.87E-02 -1.82E-02
3.00E+00 1.72E+00 602 9.60E-01 -2.80E-02 -1.94E-02
3.00E+00 1.75E+00 607 9.65E-01 -2.56E-02 -1.87E-02
3.00E+00 1.77E+00 617 9.71E-01 -2.40E-02 -1.78E-02
3.00E+00 1.80E+00 621 9.73E-01 -2.45E-02 -1.66E-02
3.00E+00 1.82E+00 668 9.72E-01 -2.52E-02 -2.00E-02
3.00E+00 1.85E+00 750 9.73E-01 -2.47E-02 -1.71E-02
3.00E+00 1.87E+00 706 9.77E-01 -2.40E-02 -1.90E-02
3.00E+00 1.89E+00 736 9.76E-01 -2.42E-02 -1.76E-02
3.00E+00 1.92E+00 717 9.79E-01 -2.39E-02 -1.97E-02
3.00E+00 1.94E+00 707 9.76E-01 -2.60E-02 -1.61E-02
3.00E+00 1.97E+00 753 9.79E-01 -2.28E-02 -1.98E-02
3.00E+00 1.99E+00 716 9.76E-01 -2.40E-02 -1.96E-02
3.00E+00 2.02E+00 753 9.76E-01 -2.56E-02 -2.04E-02
3.00E+00 2.04E+00 766 9.73E-01 -2.21E-02 -1.81E-02
3.00E+00 2.07E+00 724 9.73E-01 -2.29E-02 -1.92E-02
3.00E+00 2.09E+00 740 9.69E-01 -2.10E-02 -1.94E-02
3.00E+00 2.12E+00 785 9.62E-01 -1.93E-02 -1.70E-02
3.00E+00 2.14E+00 768 9.64E-01 -1.95E-02 -1.77E-02
3.00E+00 2.16E+00 782 9.59E-01 -2.09E-02 -1.81E-02
3.00E+00 2.19E+00 733 9.55E-01 -2.06E-02 -1.92E-02
3.00E+00 2.21E+00 724 9.46E-01 -1.97E-02 -1.92E-02
3.00E+00 2.24E+00 719 9.41E-01 -2.05E-02 -1.87E-02
3.00E+00 2.26E+00 725 9.40E-01 -1.88E-02 -2.02E-02
3.00E+00 2.29E+00 698 9.32E-01 -2.00E-02 -1.85E-02
3.00E+00 2.31E+00 697 9.24E-01 -1.56E-02 -1.67E-02
3.00E+00 2.34E+00 660 9.19E-01 -1.98E-02 -1.91E-02
3.00E+00 2.36E+00 652 9.14E-01 -1.46E-02 -2.19E-02
3.00E+00 2.38E+00 654 9.09E-01 -1.90E-02 -1.67E-02
3.00E+00 2.41E+00 691 9.03E-01 -1.64E-02 -1.81E-02
3.00E+00 2.43E+00 611 8.93E-01 -1.46E-02 -1.71E-02
3.00E+00 2.46E+00 626 8.84E-01 -1.54E-02 -2.17E-02
3.00E+00 2.48E+00 623 8.79E-01 -1.64E-02 -1.83E-02
3.00E+00 2.51E+00 594 8.70E-01 -1.40E-02 -1.65E-02
3.00E+00 2.53E+00 598 8.64E-01 -1.23E-02 -1.45E-02
3.00E+00 2.55E+00 593 8.51E-01 -1.36E-02 -1.77E-02
3.00E+00 2.58E+00 592 8.40E-01 -1.24E-02 -1.55E-02
3.00E+00 2.60E+00 587 8.37E-01 -1.15E-02 -1.90E-02
3.00E+00 2.63E+00 601 8.23E-01 -1.16E-02 -1.39E-02
3.00E+00 2.65E+00 534 8.15E-01 -1.13E-02 -1.94E-02
3.00E+00 2.68E+00 576 7.99E-01 -1.40E-02 -1.89E-02
3.00E+00 2.70E+00 572 7.81E-01 -1.14E-02 -1.71E-02
3.00E+00 2.73E+00 618 7.74E-01 -1.42E-02 -1.98E-02
3.00E+00 2.75E+00 558 7.59E-01 -1.12E-02 -1.56E-02
3.00E+00 2.78E+00 603 7.44E-01 -1.05E-02 -1.94E-02
3.00E+00 2.80E+00 584 7.31E-01 -6.54E-03 -1.02E-02
3.00E+00 2.82E+00 600 7.21E-01 -5.48E-03 -1.50E-02
3.00E+00 2.85E+00 611 6.86E-01 -5.44E-03 -1.57E-02
3.00E+00 2.87E+00 564 6.61E-01 -4.97E-03 -1.80E-02
3.00E+00 2.90E+00 560 6.02E-01 -5.11E-03 -1.30E-02
3.00E+00 2.92E+00 523 5.11E-01 -1.29E-03 -1.17E-02
3.00E+00 2.95E+00 538 3.46E-01 5.29E-05 -1.25E-02
3.00E+00 2.96E+00 148 1.87E-01 -1.28E-03 -8.13E-03

x/H y/H N U/Uc V/Uc W/Uc
4.02E+00 2.03E-02 27 -4.35E-02 1.51E-04 -3.79E-03
4.02E+00 3.83E-02 197 -9.45E-02 6.76E-04 -6.72E-03
4.02E+00 6.16E-02 213 -1.38E-01 -3.10E-03 -3.19E-02
4.02E+00 8.62E-02 188 -1.60E-01 2.47E-03 -5.01E-03
4.02E+00 1.11E-01 153 -1.50E-01 3.04E-03 -2.23E-02
4.02E+00 1.35E-01 186 -1.51E-01 2.49E-03 -5.94E-03
4.02E+00 1.59E-01 154 -1.52E-01 -1.44E-02 -2.51E-02
4.02E+00 1.84E-01 192 -1.37E-01 -7.97E-03 -4.92E-03
4.02E+00 2.07E-01 176 -1.21E-01 4.73E-03 -3.70E-02
4.02E+00 2.32E-01 187 -1.33E-01 5.23E-03 -2.88E-02
4.02E+00 2.57E-01 212 -1.24E-01 -8.04E-03 -8.31E-03
4.02E+00 2.81E-01 212 -1.07E-01 -1.01E-02 -2.07E-02
4.02E+00 3.06E-01 223 -9.11E-02 -2.07E-03 -2.06E-02
4.02E+00 3.31E-01 207 -7.69E-02 -2.61E-02 -3.42E-02
4.02E+00 3.55E-01 256 -4.30E-02 -3.26E-02 -1.06E-02
4.02E+00 3.79E-01 200 -3.08E-02 -2.67E-02 -2.01E-02
4.02E+00 4.03E-01 285 -7.31E-03 -4.17E-02 -1.54E-02
4.02E+00 4.28E-01 203 -1.81E-02 -2.53E-02 -1.73E-02
4.02E+00 4.52E-01 233 1.50E-04 -2.53E-02 -1.17E-02
4.02E+00 4.77E-01 199 3.92E-04 -3.03E-02 -4.09E-03
4.02E+00 5.02E-01 228 6.23E-02 -4.37E-02 -1.03E-02
4.02E+00 5.25E-01 240 3.38E-02 -1.95E-02 -1.53E-02
4.02E+00 5.50E-01 246 9.09E-02 -4.14E-02 -1.82E-02
4.02E+00 5.74E-01 241 1.01E-01 -3.48E-02 -2.18E-02
4.02E+00 5.98E-01 248 1.28E-01 -2.69E-02 -8.82E-03
4.02E+00 6.23E-01 267 1.58E-01 -5.32E-02 1.81E-02
4.02E+00 6.48E-01 237 1.97E-01 -7.17E-02 -1.90E-02
4.02E+00 6.72E-01 229 1.88E-01 -4.01E-02 -8.07E-03
4.02E+00 6.97E-01 211 2.02E-01 -4.91E-02 -2.12E-02
4.02E+00 7.21E-01 224 2.63E-01 -5.14E-02 -1.97E-02
4.02E+00 7.47E-01 217 2.76E-01 -6.15E-02 -1.31E-02
4.02E+00 7.71E-01 262 2.91E-01 -5.37E-02 -5.57E-03
4.02E+00 7.95E-01 237 3.46E-01 -7.38E-02 -9.97E-03
4.02E+00 8.19E-01 244 3.54E-01 -5.78E-02 -1.74E-02
4.02E+00 8.44E-01 294 3.74E-01 -5.33E-02 -2.38E-02
4.02E+00 8.68E-01 306 3.96E-01 -5.19E-02 -8.49E-03
4.02E+00 8.93E-01 280 4.62E-01 -7.61E-02 -2.83E-02
4.02E+00 9.17E-01 321 4.58E-01 -6.40E-02 -1.83E-02
4.02E+00 9.41E-01 306 4.79E-01 -6.32E-02 -1.45E-02
4.02E+00 9.66E-01 360 5.22E-01 -6.19E-02 -2.08E-02
4.02E+00 9.91E-01 316 5.35E-01 -7.32E-02 -2.05E-02
4.02E+00 1.01E+00 344 5.77E-01 -5.72E-02 -4.69E-05
4.02E+00 1.04E+00 383 5.99E-01 -7.35E-02 -2.36E-02
4.02E+00 1.06E+00 386 6.17E-01 -7.21E-02 -1.27E-02
4.02E+00 1.09E+00 387 6.54E-01 -6.03E-02 -4.16E-03
4.02E+00 1.11E+00 413 6.66E-01 -5.96E-02 -1.01E-02
4.02E+00 1.14E+00 446 6.94E-01 -6.78E-02 -1.47E-02
4.02E+00 1.16E+00 472 7.08E-01 -7.09E-02 -1.44E-02
4.02E+00 1.19E+00 460 7.41E-01 -6.52E-02 -4.68E-03
4.02E+00 1.21E+00 490 7.53E-01 -6.71E-02 -1.72E-02
4.02E+00 1.23E+00 562 7.71E-01 -6.46E-02 -2.11E-02
4.02E+00 1.26E+00 504 7.82E-01 -6.41E-02 -1.91E-02
4.02E+00 1.28E+00 549 7.99E-01 -6.11E-02 -1.42E-02
4.02E+00 1.31E+00 596 8.22E-01 -5.80E-02 -1.38E-02
4.02E+00 1.33E+00 618 8.24E-01 -5.68E-02 -1.82E-02
4.02E+00 1.36E+00 601 8.42E-01 -5.54E-02 -1.69E-02
4.02E+00 1.38E+00 606 8.54E-01 -5.60E-02 -1.59E-02
4.02E+00 1.41E+00 680 8.64E-01 -5.44E-02 -1.79E-02
4.02E+00 1.43E+00 731 8.72E-01 -4.96E-02 -1.62E-02
4.02E+00 1.45E+00 711 8.75E-01 -4.68E-02 -1.52E-02
4.02E+00 1.48E+00 696 8.89E-01 -5.12E-02 -1.36E-02
4.02E+00 1.50E+00 699 8.95E-01 -4.77E-02 -2.05E-02
4.02E+00 1.53E+00 755 9.02E-01 -4.84E-02 -1.70E-02
4.02E+00 1.55E+00 738 9.06E-01 -4.51E-02 -1.69E-02
4.02E+00 1.58E+00 771 9.13E-01 -4.63E-02 -1.72E-02
4.02E+00 1.60E+00 744 9.20E-01 -4.81E-02 -1.41E-02
4.02E+00 1.63E+00 738 9.20E-01 -4.29E-02 -1.54E-02
4.02E+00 1.65E+00 790 9.28E-01 -4.53E-02 -1.83E-02
4.02E+00 1.67E+00 746 9.30E-01 -4.35E-02 -1.54E-02
4.02E+00 1.70E+00 768 9.34E-01 -4.36E-02 -1.74E-02
4.02E+00 1.72E+00 745 9.41E-01 -4.31E-02 -1.57E-02
4.02E+00 1.75E+00 774 9.40E-01 -4.34E-02 -1.84E-02
4.02E+00 1.77E+00 767 9.41E-01 -4.15E-02 -2.00E-02
4.02E+00 1.80E+00 782 9.50E-01 -4.14E-02 -1.62E-02
4.02E+00 1.82E+00 768 9.48E-01 -4.09E-02 -2.04E-02
4.02E+00 1.85E+00 703 9.50E-01 -3.93E-02 -1.57E-02
4.02E+00 1.87E+00 777 9.49E-01 -3.99E-02 -1.67E-02
4.02E+00 1.90E+00 808 9.51E-01 -3.80E-02 -1.57E-02
4.02E+00 1.92E+00 767 9.50E-01 -3.66E-02 -1.79E-02
4.02E+00 1.94E+00 734 9.50E-01 -3.66E-02 -1.91E-02
4.02E+00 1.97E+00 757 9.48E-01 -3.69E-02 -2.05E-02
4.02E+00 1.99E+00 739 9.51E-01 -3.53E-02 -1.88E-02
4.02E+00 2.02E+00 742 9.45E-01 -3.21E-02 -1.96E-02
4.02E+00 2.04E+00 696 9.45E-01 -3.82E-02 -1.89E-02
4.02E+00 2.07E+00 715 9.42E-01 -3.25E-02 -1.65E-02
4.02E+00 2.09E+00 663 9.35E-01 -3.23E-02 -1.85E-02
4.02E+00 2.11E+00 666 9.33E-01 -3.30E-02 -1.85E-02
4.02E+00 2.14E+00 596 9.29E-01 -3.07E-02 -1.90E-02
4.02E+00 2.16E+00 616 9.28E-01 -3.12E-02 -1.87E-02
4.02E+00 2.19E+00 656 9.23E-01 -3.06E-02 -1.70E-02
4.02E+00 2.21E+00 616 9.15E-01 -2.90E-02 -1.98E-02
4.02E+00 2.24E+00 707 9.16E-01 -2.79E-02 -1.94E-02
4.02E+00 2.26E+00 652 9.04E-01 -2.81E-02 -1.79E-02
4.02E+00 2.29E+00 627 8.96E-01 -2.93E-02 -1.86E-02
4.02E+00 2.31E+00 658 8.99E-01 -2.39E-02 -2.05E-02
4.02E+00 2.34E+00 638 8.89E-01 -2.25E-02 -1.73E-02
4.02E+00 2.36E+00 637 8.83E-01 -2.60E-02 -1.70E-02
4.02E+00 2.38E+00 629 8.73E-01 -2.54E-02 -1.80E-02
4.02E+00 2.41E+00 647 8.71E-01 -2.23E-02 -1.96E-02
4.02E+00 2.43E+00 629 8.61E-01 -2.51E-02 -1.58E-02
4.02E+00 2.46E+00 644 8.53E-01 -2.14E-02 -2.01E-02
4.02E+00 2.48E+00 682 8.45E-01 -2.00E-02 -1.70E-02
4.02E+00 2.51E+00 681 8.34E-01 -2.02E-02 -1.73E-02
4.02E+00 2.53E+00 602 8.27E-01 -1.60E-02 -2.04E-02
4.02E+00 2.56E+00 606 8.16E-01 -2.15E-02 -2.39E-02
4.02E+00 2.58E+00 538 8.10E-01 -1.52E-02 -1.79E-02
4.02E+00 2.60E+00 597 7.96E-01 -1.62E-02 -1.96E-02
4.02E+00 2.63E+00 596 7.93E-01 -1.42E-02 -1.67E-02
4.02E+00 2.65E+00 533 7.81E-01 -1.27E-02 -1.84E-02
4.02E+00 2.68E+00 571 7.68E-01 -1.08E-02 -1.64E-02
4.02E+00 2.70E+00 545 7.54E-01 -1.85E-02 -1.87E-02
4.02E+00 2.73E+00 553 7.45E-01 -1.16E-02 -1.99E-02
4.02E+00 2.75E+00 487 7.21E-01 -1.53E-02 -1.48E-02
4.02E+00 2.78E+00 482 7.15E-01 -1.26E-02 -1.75E-02
4.02E+00 2.80E+00 551 6.91E-01 -1.01E-02 -1.93E-02
4.02E+00 2.82E+00 511 6.69E-01 -9.42E-03 -1.63E-02
4.02E+00 2.85E+00 542 6.51E-01 -6.69E-03 -1.45E-02
4.02E+00 2.87E+00 497 6.09E-01 -5.81E-03 -1.63E-02
4.02E+00 2.90E+00 487 5.49E-01 -1.23E-03 -1.67E-02
4.02E+00 2.92E+00 466 4.64E-01 -3.68E-03 -1.40E-02
4.02E+00 2.95E+00 438 3.04E-01 5.45E-04 -8.28E-03
4.02E+00 2.96E+00 141 1.52E-01 -2.31E-03 -5.69E-03

x/H y/H N U/Uc V/Uc W/Uc
5.00E+00 2.13E-02 55 -2.54E-02 9.47E-04 -1.17E-02
5.00E+00 3.75E-02 361 -5.17E-02 6.92E-04 -5.88E-03
5.00E+00 6.03E-02 325 -7.26E-02 -7.83E-03 -1.43E-02
5.00E+00 8.59E-02 295 -8.48E-02 -1.85E-03 -2.50E-02
5.00E+00 1.10E-01 312 -8.22E-02 -4.70E-03 -2.45E-02
5.00E+00 1.35E-01 287 -4.88E-02 -7.01E-03 -2.06E-02
5.00E+00 1.58E-01 289 -5.35E-02 -1.24E-02 -1.95E-03
5.00E+00 1.83E-01 291 -4.66E-02 -2.02E-02 -1.60E-02
5.00E+00 2.08E-01 284 -2.95E-02 -1.59E-02 -5.55E-03
5.00E+00 2.33E-01 251 -2.54E-02 -2.52E-02 -1.59E-02
5.00E+00 2.56E-01 241 -8.22E-03 -2.96E-02 -3.42E-02
5.00E+00 2.82E-01 255 6.14E-03 -2.89E-02 -1.39E-02
5.00E+00 3.06E-01 307 5.48E-03 -2.44E-02 -1.95E-02
5.00E+00 3.29E-01 244 2.61E-02 -3.50E-02 -1.81E-02
5.00E+00 3.54E-01 239 3.21E-02 -3.19E-02 -1.35E-02
5.00E+00 3.79E-01 253 3.71E-02 -3.88E-02 -3.42E-02
5.00E+00 4.04E-01 245 7.56E-02 -3.30E-02 -1.93E-02
5.00E+00 4.28E-01 263 6.83E-02 -2.48E-02 -8.10E-03
5.00E+00 4.52E-01 290 9.54E-02 -3.14E-02 -2.26E-02
5.00E+00 4.76E-01 244 7.97E-02 -2.39E-02 -3.20E-02
5.00E+00 5.02E-01 255 1.26E-01 -3.04E-02 -1.55E-02
5.00E+00 5.25E-01 225 1.04E-01 -1.99E-02 -2.29E-02
5.00E+00 5.51E-01 220 1.45E-01 -4.17E-02 -2.40E-02
5.00E+00 5.74E-01 234 1.72E-01 -4.20E-02 1.13E-03
5.00E+00 5.98E-01 269 1.71E-01 -3.25E-02 -1.30E-02
5.00E+00 6.23E-01 289 2.22E-01 -5.07E-02 -7.05E-03
5.00E+00 6.48E-01 225 2.35E-01 -5.65E-02 -3.97E-02
5.00E+00 6.74E-01 214 2.58E-01 -6.53E-02 -2.40E-02
5.00E+00 6.97E-01 224 2.64E-01 -5.57E-02 -1.65E-02
5.00E+00 7.21E-01 227 2.94E-01 -4.33E-02 -9.38E-03
5.00E+00 7.46E-01 192 3.20E-01 -6.46E-02 -2.13E-02
5.00E+00 7.71E-01 200 3.26E-01 -5.74E-02 -2.81E-02
5.00E+00 7.95E-01 168 3.28E-01 -4.92E-02 1.13E-02
5.00E+00 8.19E-01 195 3.96E-01 -5.40E-02 -2.88E-02
5.00E+00 8.44E-01 217 4.19E-01 -5.72E-02 -1.49E-02
5.00E+00 8.67E-01 233 4.35E-01 -7.74E-02 -3.18E-02
5.00E+00 8.93E-01 215 4.35E-01 -6.75E-02 9.03E-03
5.00E+00 9.17E-01 226 4.78E-01 -7.71E-02 -3.13E-03
5.00E+00 9.42E-01 209 5.04E-01 -7.64E-02 -1.93E-02
5.00E+00 9.66E-01 219 5.21E-01 -5.96E-02 -2.30E-02
5.00E+00 9.90E-01 230 5.32E-01 -7.34E-02 -8.84E-03
5.00E+00 1.01E+00 243 5.70E-01 -6.86E-02 -1.60E-02
5.00E+00 1.04E+00 231 5.92E-01 -6.43E-02 1.61E-03
5.00E+00 1.06E+00 221 6.13E-01 -6.91E-02 -1.53E-02
5.00E+00 1.09E+00 258 6.39E-01 -5.99E-02 -2.02E-02
5.00E+00 1.11E+00 214 6.47E-01 -6.84E-02 -1.54E-02
5.00E+00 1.14E+00 276 6.77E-01 -5.94E-02 -1.70E-02
5.00E+00 1.16E+00 250 7.10E-01 -6.13E-02 -2.01E-02
5.00E+00 1.19E+00 301 7.14E-01 -6.92E-02 2.88E-04
5.00E+00 1.21E+00 268 7.21E-01 -6.30E-02 -1.09E-02
5.00E+00 1.23E+00 275 7.68E-01 -7.57E-02 -2.19E-02
5.00E+00 1.26E+00 275 7.67E-01 -6.44E-02 -1.11E-02
5.00E+00 1.28E+00 288 7.81E-01 -5.62E-02 -1.81E-02
5.00E+00 1.31E+00 311 7.93E-01 -6.29E-02 -2.10E-02
5.00E+00 1.33E+00 311 7.99E-01 -6.28E-02 -1.78E-02
5.00E+00 1.36E+00 301 8.23E-01 -6.11E-02 -1.33E-02
5.00E+00 1.38E+00 356 8.26E-01 -5.88E-02 -1.31E-02
5.00E+00 1.40E+00 345 8.34E-01 -5.45E-02 -1.50E-02
5.00E+00 1.43E+00 341 8.45E-01 -5.67E-02 -6.99E-03
5.00E+00 1.46E+00 310 8.60E-01 -5.21E-02 -1.54E-02
5.00E+00 1.48E+00 314 8.61E-01 -5.37E-02 -1.76E-02
5.00E+00 1.50E+00 373 8.68E-01 -5.25E-02 -1.58E-02
5.00E+00 1.53E+00 379 8.80E-01 -5.05E-02 -1.90E-02
5.00E+00 1.55E+00 373 8.85E-01 -5.70E-02 -1.69E-02
5.00E+00 1.58E+00 393 8.90E-01 -5.01E-02 -1.36E-02
5.00E+00 1.60E+00 386 8.94E-01 -5.22E-02 -2.12E-02
5.00E+00 1.63E+00 358 8.97E-01 -4.85E-02 -1.84E-02
5.00E+00 1.65E+00 375 8.96E-01 -4.31E-02 -1.23E-02
5.00E+00 1.67E+00 350 9.04E-01 -4.63E-02 -1.70E-02
5.00E+00 1.70E+00 387 9.11E-01 -4.70E-02 -1.74E-02
5.00E+00 1.72E+00 387 9.09E-01 -4.68E-02 -1.88E-02
5.00E+00 1.75E+00 387 9.13E-01 -4.34E-02 -1.54E-02
5.00E+00 1.77E+00 383 9.16E-01 -4.55E-02 -1.72E-02
5.00E+00 1.80E+00 353 9.18E-01 -4.59E-02 -1.79E-02
5.00E+00 1.82E+00 343 9.16E-01 -4.36E-02 -1.78E-02
5.00E+00 1.85E+00 401 9.16E-01 -4.40E-02 -1.86E-02
5.00E+00 1.87E+00 447 9.21E-01 -3.97E-02 -1.82E-02
5.00E+00 1.90E+00 398 9.20E-01 -4.02E-02 -1.73E-02
5.00E+00 1.92E+00 360 9.18E-01 -3.85E-02 -1.63E-02
5.00E+00 1.94E+00 372 9.22E-01 -3.64E-02 -2.18E-02
5.00E+00 1.97E+00 415 9.15E-01 -3.92E-02 -2.01E-02
5.00E+00 1.99E+00 395 9.15E-01 -3.90E-02 -2.07E-02
5.00E+00 2.02E+00 399 9.12E-01 -3.79E-02 -1.73E-02
5.00E+00 2.04E+00 391 9.12E-01 -3.70E-02 -1.99E-02
5.00E+00 2.07E+00 402 9.09E-01 -3.88E-02 -1.61E-02
5.00E+00 2.09E+00 387 9.00E-01 -3.54E-02 -1.91E-02
5.00E+00 2.12E+00 417 8.97E-01 -3.36E-02 -1.79E-02
5.00E+00 2.14E+00 376 8.93E-01 -3.19E-02 -2.03E-02
5.00E+00 2.16E+00 405 8.85E-01 -3.10E-02 -1.93E-02
5.00E+00 2.19E+00 368 8.84E-01 -2.77E-02 -1.73E-02
5.00E+00 2.21E+00 356 8.82E-01 -2.77E-02 -1.65E-02
5.00E+00 2.24E+00 410 8.77E-01 -2.70E-02 -1.67E-02
5.00E+00 2.26E+00 371 8.64E-01 -2.96E-02 -1.75E-02
5.00E+00 2.29E+00 352 8.54E-01 -3.11E-02 -1.66E-02
5.00E+00 2.31E+00 346 8.56E-01 -2.82E-02 -2.02E-02
5.00E+00 2.34E+00 364 8.49E-01 -2.88E-02 -2.01E-02
5.00E+00 2.36E+00 380 8.45E-01 -2.69E-02 -1.50E-02
5.00E+00 2.38E+00 299 8.40E-01 -1.83E-02 -2.19E-02
5.00E+00 2.41E+00 315 8.23E-01 -2.62E-02 -2.06E-02
5.00E+00 2.43E+00 314 8.20E-01 -2.39E-02 -1.78E-02
5.00E+00 2.46E+00 289 8.09E-01 -2.74E-02 -2.51E-02
