x/H y/H N U/Uc V/Uc W/Uc
8.02E+00 2.21E+00 592 7.83E-01 -1.52E-02 -1.96E-02
8.02E+00 2.24E+00 598 7.76E-01 -1.67E-02 -1.81E-02
8.02E+00 2.26E+00 540 7.62E-01 -1.75E-02 -1.78E-02
8.02E+00 2.29E+00 576 7.54E-01 -1.44E-02 -2.03E-02
8.02E+00 2.31E+00 577 7.55E-01 -9.59E-03 -1.68E-02
8.02E+00 2.33E+00 566 7.51E-01 -1.20E-02 -1.51E-02
8.02E+00 2.36E+00 588 7.37E-01 -1.36E-02 -1.57E-02
8.02E+00 2.38E+00 585 7.31E-01 -1.69E-02 -1.73E-02
8.02E+00 2.41E+00 529 7.19E-01 -1.64E-02 -1.41E-02
8.02E+00 2.43E+00 541 7.15E-01 -1.30E-02 -1.71E-02
8.02E+00 2.46E+00 560 7.08E-01 -6.37E-03 -1.58E-02
8.02E+00 2.48E+00 508 6.93E-01 -7.00E-03 -1.84E-02
8.02E+00 2.51E+00 476 6.86E-01 -1.19E-02 -1.92E-02
8.02E+00 2.53E+00 506 6.75E-01 -1.12E-02 -2.28E-02
8.02E+00 2.55E+00 458 6.70E-01 -3.91E-03 -1.48E-02
8.02E+00 2.58E+00 484 6.63E-01 -7.26E-03 -1.34E-02
8.02E+00 2.60E+00 484 6.49E-01 -9.37E-03 -1.37E-02
8.02E+00 2.63E+00 443 6.40E-01 -6.73E-03 -1.12E-02
8.02E+00 2.65E+00 504 6.27E-01 -3.23E-03 -1.49E-02
8.02E+00 2.68E+00 474 6.07E-01 -8.02E-03 -1.76E-02
8.02E+00 2.70E+00 459 6.09E-01 3.79E-03 -2.36E-02
8.02E+00 2.73E+00 487 5.85E-01 -3.33E-03 -1.25E-02
8.02E+00 2.75E+00 534 5.61E-01 -3.10E-03 -2.12E-02
8.02E+00 2.77E+00 490 5.62E-01 -1.06E-03 -2.17E-02
8.02E+00 2.80E+00 475 5.38E-01 -7.03E-03 -1.72E-02
8.02E+00 2.82E+00 466 5.09E-01 -4.29E-03 -2.07E-02
8.02E+00 2.85E+00 435 4.98E-01 -3.66E-03 -2.16E-02
8.02E+00 2.87E+00 523 4.66E-01 -3.26E-03 -2.16E-02
8.02E+00 2.90E+00 513 4.38E-01 -1.61E-03 -1.75E-02
8.02E+00 2.92E+00 519 3.75E-01 -2.50E-04 -1.18E-02
8.02E+00 2.95E+00 490 2.59E-01 8.64E-04 -1.10E-02
8.02E+00 2.96E+00 251 1.18E-01 -3.80E-04 -4.38E-03

x/H y/H N U/Uc V/Uc W/Uc
9.00E+00 1.83E-02 108 3.91E-02 1.99E-03 -1.05E-02
9.00E+00 3.68E-02 235 7.77E-02 3.88E-03 -9.58E-03
9.00E+00 6.07E-02 221 1.42E-01 -3.42E-03 -2.27E-02
9.00E+00 8.54E-02 186 1.72E-01 -1.18E-02 -1.16E-02
9.00E+00 1.10E-01 204 1.89E-01 -4.78E-03 -3.01E-02
9.00E+00 1.34E-01 182 1.89E-01 -4.47E-03 -1.04E-02
9.00E+00 1.59E-01 194 2.08E-01 -6.89E-03 -3.35E-02
9.00E+00 1.84E-01 191 2.00E-01 2.75E-03 -1.53E-02
9.00E+00 2.08E-01 171 2.28E-01 2.56E-03 -2.69E-02
9.00E+00 2.33E-01 177 2.36E-01 2.92E-03 -2.76E-02
9.00E+00 2.56E-01 184 2.49E-01 -1.59E-02 -1.74E-02
9.00E+00 2.80E-01 162 2.38E-01 1.28E-03 -2.99E-02
9.00E+00 3.06E-01 212 2.61E-01 7.25E-03 -1.97E-02
9.00E+00 3.29E-01 205 2.76E-01 -2.21E-02 -6.02E-03
9.00E+00 3.55E-01 201 2.82E-01 -2.90E-02 -3.75E-02
9.00E+00 3.79E-01 206 2.97E-01 -2.24E-02 -2.58E-02
9.00E+00 4.03E-01 218 3.06E-01 -1.45E-02 -3.31E-02
9.00E+00 4.27E-01 219 2.92E-01 -2.00E-02 -2.06E-02
9.00E+00 4.52E-01 210 3.23E-01 -2.68E-02 -2.75E-02
9.00E+00 4.77E-01 219 3.39E-01 -3.84E-02 -2.35E-02
9.00E+00 5.03E-01 238 3.34E-01 -3.53E-02 -1.83E-02
9.00E+00 5.25E-01 237 3.41E-01 -4.15E-02 -1.99E-02
9.00E+00 5.51E-01 259 3.60E-01 -2.70E-02 -1.26E-02
9.00E+00 5.74E-01 245 3.61E-01 -3.09E-02 -2.42E-02
9.00E+00 5.98E-01 263 3.87E-01 -4.21E-02 5.87E-03
9.00E+00 6.24E-01 251 3.85E-01 -3.85E-02 -1.28E-02
9.00E+00 6.48E-01 256 4.07E-01 -3.66E-02 -1.52E-02
9.00E+00 6.72E-01 271 4.03E-01 -2.68E-02 -7.55E-03
9.00E+00 6.97E-01 260 4.09E-01 -2.90E-02 -5.56E-03
9.00E+00 7.21E-01 257 4.39E-01 -2.94E-02 -2.41E-02
9.00E+00 7.46E-01 235 4.55E-01 -4.57E-02 -2.67E-02
9.00E+00 7.70E-01 269 4.51E-01 -4.68E-02 -1.48E-02
9.00E+00 7.95E-01 249 4.64E-01 -3.78E-02 -5.50E-03
9.00E+00 8.20E-01 278 4.98E-01 -4.05E-02 -2.08E-02
9.00E+00 8.44E-01 258 5.13E-01 -4.16E-02 -2.03E-02
9.00E+00 8.68E-01 284 5.15E-01 -3.37E-02 -1.53E-04
9.00E+00 8.93E-01 292 5.21E-01 -4.46E-02 -1.56E-02
9.00E+00 9.16E-01 275 5.40E-01 -3.08E-02 -1.48E-02
9.00E+00 9.41E-01 320 5.55E-01 -3.45E-02 -1.11E-02
9.00E+00 9.65E-01 304 5.76E-01 -3.85E-02 -9.01E-03
9.00E+00 9.91E-01 336 5.91E-01 -4.29E-02 -2.29E-03
9.00E+00 1.01E+00 302 5.95E-01 -4.40E-02 -1.69E-02
9.00E+00 1.04E+00 289 6.09E-01 -2.84E-02 -1.85E-02
9.00E+00 1.06E+00 333 6.09E-01 -3.77E-02 -1.24E-02
9.00E+00 1.09E+00 333 6.37E-01 -4.57E-02 -1.64E-02
9.00E+00 1.11E+00 313 6.48E-01 -3.29E-02 -1.51E-02
9.00E+00 1.14E+00 335 6.55E-01 -3.58E-02 -9.77E-03
9.00E+00 1.16E+00 325 6.61E-01 -3.19E-02 -1.51E-02
9.00E+00 1.19E+00 349 6.71E-01 -2.75E-02 -1.63E-02
9.00E+00 1.21E+00 330 7.01E-01 -4.27E-02 -1.81E-02
9.00E+00 1.23E+00 382 7.03E-01 -3.54E-02 -1.52E-02
9.00E+00 1.26E+00 345 7.07E-01 -3.31E-02 -1.23E-02
9.00E+00 1.28E+00 387 7.18E-01 -2.97E-02 -9.56E-03
9.00E+00 1.31E+00 317 7.34E-01 -3.24E-02 -1.57E-02
9.00E+00 1.33E+00 348 7.37E-01 -2.95E-02 -1.06E-02
9.00E+00 1.36E+00 327 7.52E-01 -3.56E-02 -1.43E-02
9.00E+00 1.38E+00 371 7.65E-01 -3.62E-02 -2.04E-02
9.00E+00 1.40E+00 358 7.68E-01 -2.37E-02 -1.16E-02
9.00E+00 1.43E+00 358 7.77E-01 -2.94E-02 -1.56E-02
9.00E+00 1.46E+00 287 7.90E-01 -3.12E-02 -1.24E-02
9.00E+00 1.48E+00 332 7.96E-01 -2.00E-02 -1.58E-02
9.00E+00 1.50E+00 342 8.01E-01 -3.12E-02 -1.63E-02
9.00E+00 1.53E+00 336 7.99E-01 -2.34E-02 -1.66E-02
9.00E+00 1.55E+00 328 8.09E-01 -2.16E-02 -1.86E-02
9.00E+00 1.58E+00 310 8.10E-01 -2.63E-02 -9.86E-03
9.00E+00 1.60E+00 326 8.11E-01 -2.15E-02 -1.78E-02
9.00E+00 1.63E+00 292 8.14E-01 -1.76E-02 -1.42E-02
9.00E+00 1.65E+00 324 8.18E-01 -2.26E-02 -1.24E-02
9.00E+00 1.67E+00 321 8.19E-01 -1.69E-02 -1.69E-02
9.00E+00 1.70E+00 275 8.23E-01 -2.07E-02 -1.64E-02
9.00E+00 1.72E+00 329 8.21E-01 -2.24E-02 -1.67E-02
9.00E+00 1.75E+00 303 8.25E-01 -1.79E-02 -1.69E-02
9.00E+00 1.77E+00 278 8.22E-01 -1.99E-02 -2.11E-02
9.00E+00 1.80E+00 283 8.22E-01 -1.97E-02 -1.56E-02
9.00E+00 1.82E+00 312 8.23E-01 -2.27E-02 -1.90E-02
9.00E+00 1.85E+00 311 8.16E-01 -2.40E-02 -1.83E-02
9.00E+00 1.87E+00 308 8.14E-01 -1.57E-02 -1.63E-02
9.00E+00 1.90E+00 329 8.19E-01 -1.48E-02 -1.48E-02
9.00E+00 1.92E+00 304 8.12E-01 -1.95E-02 -1.63E-02
9.00E+00 1.94E+00 303 8.11E-01 -1.60E-02 -1.84E-02
9.00E+00 1.97E+00 302 8.08E-01 -1.94E-02 -1.93E-02
9.00E+00 1.99E+00 290 8.00E-01 -1.78E-02 -1.69E-02
9.00E+00 2.02E+00 296 7.99E-01 -1.46E-02 -1.59E-02
9.00E+00 2.04E+00 262 7.91E-01 -1.45E-02 -8.92E-03
9.00E+00 2.07E+00 288 7.91E-01 -1.02E-02 -1.46E-02
9.00E+00 2.09E+00 285 7.89E-01 -1.38E-02 -1.51E-02
9.00E+00 2.12E+00 292 7.83E-01 -1.06E-02 -1.71E-02
9.00E+00 2.14E+00 294 7.71E-01 -1.08E-02 -1.51E-02
9.00E+00 2.16E+00 330 7.75E-01 -1.37E-02 -1.45E-02
9.00E+00 2.19E+00 331 7.69E-01 -9.48E-03 -1.24E-02
9.00E+00 2.21E+00 266 7.61E-01 -6.83E-03 -1.14E-02
9.00E+00 2.24E+00 328 7.62E-01 -9.55E-03 -1.72E-02
9.00E+00 2.26E+00 296 7.58E-01 -8.35E-03 -1.86E-02
9.00E+00 2.29E+00 364 7.44E-01 -1.09E-02 -1.16E-02
9.00E+00 2.31E+00 324 7.34E-01 -1.26E-02 -1.41E-02
9.00E+00 2.34E+00 314 7.35E-01 -7.72E-03 -1.64E-02
9.00E+00 2.36E+00 320 7.23E-01 -1.24E-02 -1.33E-02
9.00E+00 2.38E+00 351 7.13E-01 -9.21E-03 -1.21E-02
9.00E+00 2.41E+00 354 7.06E-01 -9.85E-03 -1.49E-02
9.00E+00 2.43E+00 349 6.96E-01 -8.34E-03 -1.88E-02
9.00E+00 2.46E+00 328 6.91E-01 -1.22E-02 -1.45E-02
9.00E+00 2.48E+00 366 6.86E-01 -7.14E-03 -9.83E-03
9.00E+00 2.51E+00 392 6.56E-01 -1.34E-02 -2.06E-02
9.00E+00 2.53E+00 392 6.55E-01 -8.66E-03 -1.61E-02
9.00E+00 2.55E+00 410 6.47E-01 -8.00E-03 -1.20E-02
9.00E+00 2.58E+00 445 6.43E-01 -3.68E-03 -1.86E-02
9.00E+00 2.60E+00 438 6.31E-01 -2.05E-03 -1.44E-02
9.00E+00 2.63E+00 431 6.14E-01 -6.57E-03 -1.65E-02
9.00E+00 2.65E+00 396 5.93E-01 -4.02E-03 -1.26E-02
9.00E+00 2.68E+00 459 5.84E-01 -4.05E-03 -1.55E-02
9.00E+00 2.70E+00 415 5.77E-01 -1.30E-03 -2.04E-02
9.00E+00 2.73E+00 444 5.55E-01 -9.52E-03 -1.71E-02
9.00E+00 2.75E+00 430 5.52E-01 1.17E-03 -1.72E-02
9.00E+00 2.78E+00 466 5.36E-01 -3.70E-03 -2.10E-02
9.00E+00 2.80E+00 463 5.17E-01 -8.10E-03 -9.62E-03
9.00E+00 2.82E+00 479 5.03E-01 -2.99E-03 -1.14E-02
9.00E+00 2.85E+00 501 4.92E-01 3.94E-03 -7.24E-03
9.00E+00 2.87E+00 507 4.67E-01 -3.90E-04 -1.60E-02
9.00E+00 2.90E+00 523 4.19E-01 -4.60E-04 -1.54E-02
9.00E+00 2.92E+00 474 3.70E-01 -1.55E-03 -1.60E-02
9.00E+00 2.95E+00 532 2.48E-01 1.39E-03 -1.31E-02
9.00E+00 2.96E+00 181 1.23E-01 -2.69E-04 -9.55E-03

x/H y/H N U/Uc V/Uc W/Uc
1.00E+01 1.88E-02 50 5.70E-02 -2.69E-03 -2.64E-02
1.00E+01 3.64E-02 223 1.12E-01 -1.59E-03 -2.89E-02
1.00E+01 6.09E-02 215 1.90E-01 -6.52E-03 -4.07E-02
1.00E+01 8.56E-02 183 2.34E-01 -2.60E-03 -4.09E-02
1.00E+01 1.10E-01 224 2.24E-01 -5.68E-03 -1.63E-02
1.00E+01 1.35E-01 200 2.42E-01 4.15E-04 -1.75E-02
1.00E+01 1.59E-01 230 2.60E-01 -1.15E-02 -4.16E-02
1.00E+01 1.84E-01 232 2.65E-01 -1.65E-02 -4.55E-02
1.00E+01 2.09E-01 275 2.75E-01 -1.63E-02 -3.00E-02
1.00E+01 2.33E-01 297 2.73E-01 -1.01E-02 -3.25E-02
1.00E+01 2.57E-01 291 2.70E-01 -7.81E-04 -3.26E-02
1.00E+01 2.81E-01 326 2.81E-01 -2.06E-02 -3.32E-02
1.00E+01 3.05E-01 346 3.01E-01 -1.33E-02 -3.39E-02
1.00E+01 3.30E-01 349 3.00E-01 -5.58E-03 -2.20E-02
1.00E+01 3.54E-01 359 3.11E-01 -1.55E-02 -4.02E-02
1.00E+01 3.80E-01 422 3.00E-01 -7.44E-03 -3.25E-02
1.00E+01 4.03E-01 413 3.25E-01 -1.40E-02 -3.29E-02
1.00E+01 4.28E-01 458 3.36E-01 -2.17E-02 -2.52E-02
1.00E+01 4.53E-01 448 3.37E-01 -1.12E-02 -1.98E-02
1.00E+01 4.77E-01 470 3.39E-01 -1.50E-02 -2.36E-02
1.00E+01 5.01E-01 520 3.52E-01 -1.08E-02 -1.87E-02
1.00E+01 5.26E-01 500 3.54E-01 -1.07E-02 -2.16E-02
1.00E+01 5.50E-01 506 3.73E-01 -1.27E-02 -1.66E-02
1.00E+01 5.75E-01 513 3.82E-01 -2.01E-02 -3.60E-02
1.00E+01 6.00E-01 568 3.90E-01 -2.29E-02 -2.63E-02
1.00E+01 6.23E-01 504 4.00E-01 -2.67E-02 -1.53E-02
1.00E+01 6.48E-01 520 3.95E-01 -2.40E-02 -1.61E-02
1.00E+01 6.73E-01 571 4.24E-01 -2.12E-02 -1.99E-02
1.00E+01 6.97E-01 519 4.32E-01 -1.57E-02 -2.48E-02
1.00E+01 7.21E-01 584 4.40E-01 -3.01E-02 -2.38E-02
1.00E+01 7.46E-01 602 4.55E-01 -2.70E-02 -1.59E-02
1.00E+01 7.70E-01 575 4.58E-01 -2.01E-02 -2.26E-02
1.00E+01 7.94E-01 633 4.65E-01 -2.86E-02 -1.38E-02
1.00E+01 8.19E-01 569 4.75E-01 -1.32E-02 -2.03E-02
1.00E+01 8.43E-01 572 4.92E-01 -1.92E-02 -1.84E-02
1.00E+01 8.68E-01 595 4.94E-01 -2.08E-02 -1.78E-02
1.00E+01 8.92E-01 633 5.15E-01 -2.52E-02 -1.68E-02
1.00E+01 9.17E-01 619 5.34E-01 -2.77E-02 -8.44E-03
1.00E+01 9.41E-01 678 5.39E-01 -2.14E-02 -1.51E-02
1.00E+01 9.65E-01 627 5.53E-01 -2.82E-02 -1.01E-02
1.00E+01 9.90E-01 674 5.64E-01 -2.36E-02 -1.84E-02
1.00E+01 1.01E+00 654 5.77E-01 -1.67E-02 -1.29E-02
1.00E+01 1.04E+00 744 5.90E-01 -2.59E-02 -2.13E-02
1.00E+01 1.06E+00 677 6.04E-01 -2.99E-02 -1.57E-02
1.00E+01 1.09E+00 729 6.00E-01 -2.12E-02 -1.36E-02
1.00E+01 1.11E+00 796 6.18E-01 -2.32E-02 -6.37E-03
1.00E+01 1.14E+00 777 6.32E-01 -1.83E-02 -1.11E-02
1.00E+01 1.16E+00 744 6.45E-01 -2.18E-02 -1.66E-02
1.00E+01 1.19E+00 842 6.55E-01 -2.26E-02 -1.09E-02
1.00E+01 1.21E+00 847 6.69E-01 -2.12E-02 -6.48E-03
1.00E+01 1.23E+00 872 6.89E-01 -2.43E-02 -1.19E-02
1.00E+01 1.26E+00 844 7.05E-01 -2.38E-02 -2.07E-02
1.00E+01 1.28E+00 870 7.03E-01 -2.95E-02 -1.36E-02
1.00E+01 1.31E+00 860 7.22E-01 -2.31E-02 -1.70E-02
1.00E+01 1.33E+00 851 7.27E-01 -2.17E-02 -1.30E-02
1.00E+01 1.36E+00 851 7.32E-01 -2.25E-02 -1.52E-02
1.00E+01 1.38E+00 829 7.38E-01 -2.29E-02 -1.67E-02
1.00E+01 1.41E+00 871 7.44E-01 -1.89E-02 -1.04E-02
1.00E+01 1.43E+00 742 7.66E-01 -2.47E-02 -2.29E-02
1.00E+01 1.45E+00 857 7.69E-01 -2.28E-02 -1.64E-02
1.00E+01 1.48E+00 814 7.77E-01 -2.13E-02 -1.85E-02
1.00E+01 1.50E+00 848 7.81E-01 -2.07E-02 -1.57E-02
1.00E+01 1.53E+00 865 7.90E-01 -1.73E-02 -1.34E-02
1.00E+01 1.55E+00 861 7.93E-01 -1.83E-02 -1.90E-02
1.00E+01 1.58E+00 799 7.99E-01 -1.87E-02 -1.53E-02
1.00E+01 1.60E+00 855 8.05E-01 -1.70E-02 -1.41E-02
1.00E+01 1.63E+00 852 8.12E-01 -2.02E-02 -1.48E-02
1.00E+01 1.65E+00 875 8.15E-01 -1.76E-02 -1.56E-02
1.00E+01 1.68E+00 845 8.16E-01 -1.79E-02 -1.48E-02
1.00E+01 1.70E+00 908 8.14E-01 -1.55E-02 -1.46E-02
1.00E+01 1.72E+00 884 8.15E-01 -1.68E-02 -1.54E-02
1.00E+01 1.75E+00 863 8.20E-01 -1.48E-02 -1.59E-02
1.00E+01 1.77E+00 907 8.16E-01 -1.61E-02 -1.64E-02
1.00E+01 1.80E+00 850 8.16E-01 -1.35E-02 -1.74E-02
1.00E+01 1.82E+00 981 8.17E-01 -1.67E-02 -1.64E-02
1.00E+01 1.85E+00 903 8.14E-01 -1.42E-02 -1.97E-02
1.00E+01 1.87E+00 954 8.15E-01 -1.34E-02 -1.79E-02
1.00E+01 1.90E+00 949 8.10E-01 -1.11E-02 -1.60E-02
1.00E+01 1.92E+00 864 8.09E-01 -1.22E-02 -1.74E-02
1.00E+01 1.94E+00 883 8.07E-01 -1.37E-02 -1.61E-02
1.00E+01 1.97E+00 970 8.00E-01 -1.24E-02 -1.58E-02
1.00E+01 1.99E+00 939 7.96E-01 -1.16E-02 -1.61E-02
1.00E+01 2.02E+00 905 7.93E-01 -1.30E-02 -1.61E-02
1.00E+01 2.04E+00 943 7.90E-01 -1.11E-02 -1.62E-02
1.00E+01 2.07E+00 893 7.86E-01 -9.20E-03 -1.35E-02
1.00E+01 2.09E+00 874 7.78E-01 -9.46E-03 -1.52E-02
1.00E+01 2.12E+00 942 7.71E-01 -1.13E-02 -1.71E-02
1.00E+01 2.14E+00 828 7.73E-01 -1.02E-02 -1.92E-02
1.00E+01 2.16E+00 902 7.65E-01 -1.08E-02 -1.64E-02
1.00E+01 2.19E+00 911 7.58E-01 -1.08E-02 -1.53E-02
1.00E+01 2.21E+00 858 7.52E-01 -7.91E-03 -1.51E-02
1.00E+01 2.24E+00 834 7.45E-01 -9.80E-03 -1.71E-02
1.00E+01 2.26E+00 813 7.39E-01 -7.78E-03 -1.58E-02
1.00E+01 2.29E+00 814 7.33E-01 -7.16E-03 -1.40E-02
1.00E+01 2.31E+00 864 7.25E-01 -8.79E-03 -1.44E-02
1.00E+01 2.33E+00 792 7.16E-01 -6.46E-03 -1.47E-02
1.00E+01 2.36E+00 788 7.08E-01 -6.18E-03 -1.83E-02
1.00E+01 2.38E+00 799 6.97E-01 -8.77E-03 -1.70E-02
1.00E+01 2.41E+00 715 6.95E-01 -7.93E-03 -1.34E-02
1.00E+01 2.43E+00 707 6.91E-01 -7.96E-03 -2.10E-02
1.00E+01 2.46E+00 741 6.79E-01 -3.53E-03 -1.39E-02
1.00E+01 2.48E+00 738 6.64E-01 -8.31E-03 -1.72E-02
1.00E+01 2.51E+00 616 6.65E-01 -8.15E-03 -1.58E-02
1.00E+01 2.53E+00 713 6.56E-01 -1.48E-03 -1.69E-02
1.00E+01 2.56E+00 602 6.36E-01 -2.25E-03 -1.75E-02
1.00E+01 2.58E+00 594 6.34E-01 -4.45E-03 -1.22E-02
1.00E+01 2.60E+00 529 6.21E-01 -6.74E-03 -1.39E-02
1.00E+01 2.63E+00 592 6.05E-01 -1.80E-03 -1.29E-02
1.00E+01 2.65E+00 587 6.01E-01 -3.53E-03 -1.77E-02
1.00E+01 2.68E+00 521 5.95E-01 -4.31E-03 -1.46E-02
1.00E+01 2.70E+00 503 5.82E-01 -1.66E-03 -1.46E-02
1.00E+01 2.73E+00 487 5.62E-01 -6.88E-03 -1.62E-02
1.00E+01 2.75E+00 519 5.59E-01 3.50E-03 -8.88E-03
1.00E+01 2.77E+00 455 5.39E-01 -9.46E-04 -1.35E-02
1.00E+01 2.80E+00 471 5.30E-01 -1.35E-03 -1.63E-02
1.00E+01 2.82E+00 457 5.06E-01 -6.35E-03 -1.32E-02
1.00E+01 2.85E+00 489 4.88E-01 2.72E-03 -9.04E-03
1.00E+01 2.87E+00 462 4.71E-01 -1.91E-03 -1.30E-02
1.00E+01 2.90E+00 457 4.40E-01 -2.01E-03 -1.38E-02
1.00E+01 2.92E+00 419 3.67E-01 9.46E-04 -1.43E-02
1.00E+01 2.95E+00 419 2.45E-01 -1.03E-03 -1.04E-02
1.00E+01 2.97E+00 136 1.54E-01 -4.60E-04 -1.40E-02
