0	-0
1.00083	1.06203
2.00167	0.989102
3.0025	1.28429
4.00334	1.48844
5.00417	2.03054
6.005	1.4034
7.00584	1.24121
8.00667	1.06617
9.00751	1.33817
10.0083	2.10603
11.0092	1.27055
12.01	2.14797
13.0108	1.45373
14.0117	3.30949
15.0125	1.37811
16.0133	0.708807
17.0142	1.77677
18.015	1.3612
19.0158	2.83624
20.0167	1.57396
21.0175	1.60035
22.0184	2.24792
23.0192	2.02983
24.02	2.00469
25.0209	1.47886
26.0217	1.5457
27.0225	1.88897
28.0234	0.889111
29.0242	1.07957
30.025	2.9936
31.0259	1.66125
32.0267	1.703
33.0275	1.09442
34.0284	1.03187
35.0292	1.39307
36.03	0.812498
37.0309	1.96783
38.0317	1.00009
39.0325	1.47804
40.0334	1.1896
41.0342	1.58423
42.035	1.07271
43.0359	1.19726
44.0367	1.45214
45.0375	1.85297
46.0384	2.31597
47.0392	1.69967
48.04	1.42962
49.0409	2.3552
50.0417	1.50909
51.0425	1.03383
52.0434	2.47279
53.0442	2.82898
54.045	1.89801
55.0459	1.8551
56.0467	1.60838
57.0475	0.707855
58.0484	1.30673
59.0492	1.3897
60.05	1.77867
61.0509	2.16026
62.0517	1.52465
63.0525	2.08773
64.0534	1.81601
65.0542	1.34955
66.0551	1.45246
67.0559	1.26515
68.0567	2.12035
69.0575	1.68767
70.0584	1.22155
71.0592	1.2274
72.0601	2.71634
73.0609	1.09585
74.0617	1.50504
75.0626	3.28093
76.0634	1.21395
77.0642	1.37536
78.0651	1.37214
79.0659	1.94329
80.0667	1.87941
81.0676	0.9408
82.0684	1.95738
83.0692	2.14849
84.0701	0.967916
85.0709	2.05573
86.0717	1.98362
87.0726	1.56682
88.0734	1.68655
89.0742	1.03647
90.0751	1.87835
91.0759	1.5179
92.0767	1.42334
93.0776	2.47129
94.0784	0.704521
95.0792	2.00581
96.0801	1.07558
97.0809	1.76809
98.0817	1.53736
99.0826	0.653256
100.083	1.43314
