0	-0
1.00083	-0.0492915
2.00167	0.21101
3.0025	0.110115
4.00334	0.0293987
5.00417	0.127313
6.005	-0.340618
7.00584	-0.00468692
8.00667	0.143998
9.00751	-0.328033
10.0083	0.31427
11.0092	0.0539742
12.01	0.0586099
13.0108	-0.148019
14.0117	0.456663
15.0125	0.139206
16.0133	-0.151743
17.0142	0.175817
18.015	0.0224487
19.0158	-0.0554199
20.0167	0.257894
21.0175	0.016063
22.0184	-0.0732682
23.0192	0.0662001
24.02	-0.177629
25.0209	0.086549
26.0217	0.392284
27.0225	-0.259057
28.0234	0.133696
29.0242	0.337088
30.025	0.163901
31.0259	0.12062
32.0267	-0.0256031
33.0275	0.26635
34.0284	-0.0933901
35.0292	0.131545
36.03	0.00110931
37.0309	-0.0903536
38.0317	0.0723902
39.0325	-0.202406
40.0334	-0.207006
41.0342	0.612417
42.035	0.117016
43.0359	-0.306928
44.0367	0.0179919
45.0375	0.0566367
46.0384	-0.246976
47.0392	0.112768
48.04	-0.119224
49.0409	-0.0926173
50.0417	0.0055924
51.0425	0.0573654
52.0434	-0.317891
53.0442	0.501661
54.045	0.0030176
55.0459	0.0958217
56.0467	0.1552
57.0475	0.246108
58.0484	-0.0980144
59.0492	0.310621
60.05	0.34812
61.0509	0.046766
62.0517	0.153432
63.0525	0.19231
64.0534	-0.154263
65.0542	-0.0195316
66.0551	0.449882
67.0559	-0.185221
68.0567	0.195402
69.0575	0.215532
70.0584	0.0364426
71.0592	-0.276905
72.0601	0.13318
73.0609	0.190872
74.0617	-0.0648698
75.0626	0.0259819
76.0634	-0.0777178
77.0642	-0.139508
78.0651	0.544077
79.0659	-0.0440117
80.0667	0.141117
81.0676	-0.0234085
82.0684	-0.0118998
83.0692	0.0688395
84.0701	0.207066
85.0709	-0.0497192
86.0717	-0.00840488
87.0726	0.232093
88.0734	-0.117958
89.0742	0.122595
90.0751	0.19129
91.0759	0.38637
92.0767	-0.112069
93.0776	0.236043
94.0784	0.320521
95.0792	0.0326721
96.0801	0.373478
97.0809	0.112585
98.0817	-0.340429
99.0826	-0.100958
100.083	0.212784
